conv_id,emotion_label,context,speaker_utterance,original_listener_response,Test2.1_response_GPT35,Test2.2_response_GPT35,BERTScore_Test21_GPT35,BERTScore_Test22_GPT35
hit:5066_conv:10132,furious,MY electric bill was twice as high this month. I have no idea what happened,MY light bill was doubled last month.,Oh no that's horrible. Any idea why?,I can understand why you would be furious about that. Have you checked to see if there was a mistake or if there were any unusual circumstances that led to the increase?,That's quite a significant increase. Have you checked to see if there was a mistake or if there is a specific reason for the increase in your bill?,0.390065461397171,0.4446769654750824
hit:7076_conv:14152,hopeful,Our country is in very racially intervened turmoil driven by political parties. I am optimistic we will solve it over time,"As you may know, our country is experience a very deep racial division and tension in the recent years. I am hopeful that we will get over it sooner or later","With Trump in the presidency, it won't end soon.You can bet on that","I appreciate your optimism and hope for a better future. It's important to believe in the possibility of positive change, especially during challenging times like these. With determination and unity, I believe we can work towards resolving these issues and creating a more harmonious society. Thank you for sharing your hopeful outlook.","I agree, it's definitely a challenging time. It's important for us to work together towards understanding and unity. I share your hope that we can overcome these divisions in the future.",0.4237891733646393,0.4335541129112243
hit:3570_conv:7141,surprised,"I was shocked when I found out that my cousin was having a kid, I didn't see it coming.","My cousin didn't even told me he was having a kid, I had to hear it from someone else.",Did you guys ever fall out?,"Wow, that must have been really surprising for you! It's understandable that you feel caught off guard by the news. Have you had a chance to talk to your cousin about it yet?",I'm sorry to hear that you found out about your cousin's news from someone else. It must have been disappointing not to hear it directly from him. Have you had a chance to talk to your cousin about it since then?,0.3919205069541931,0.3753170967102051
hit:10356_conv:20712,trusting,I always give my paycheck to my wife.  I honestly don't even know how much I make.  I rely on her to do whatever with the money.,I let my wife deal with all the finances.  I rely on her to do the right thing with it.  I am cool with that.,that is so much trust! i hope she doesn't let you down!,It's great that you trust your wife enough to handle the finances. It sounds like you have a strong partnership and understanding with each other.,It's great that you trust your wife with the finances and have that level of communication and teamwork. It's important to have a system that works for both of you.,0.4310559928417206,0.4348518252372741
hit:702_conv:1405,sad,"I feel depressed. I might be kicked out of house soon, live on my own without wife and child. ",I feel depressed. ,oh no why?,"I'm really sorry to hear that you're feeling this way. It sounds like you're going through a really tough time. It's completely understandable to feel sad and overwhelmed in a situation like this. Remember, it's okay to seek support from friends, family, or a professional if you need it. You're not alone in this, and things can get better.",I'm sorry to hear that. Would you like to talk about what's been on your mind?,0.2421680986881256,0.2626534700393677
hit:8438_conv:16876,caring,My brother came home sick today. I gave him some medicine and want to make sure he is going to be okay,My brother came home sick today. I just wanted to make sure he is going to be okay with the medicine I gave him,how is he doing?,"I'm sorry to hear that your brother isn't feeling well. It's really kind of you to take care of him and give him medicine. I'm sure with your care and the medication, he will start feeling better soon. Just keep an eye on him and make sure he gets plenty of rest. You're doing a great job looking out for him.","I'm sorry to hear that your brother is sick. It's great that you're taking care of him and giving him medicine. I hope he feels better soon. If his condition doesn't improve, it might be a good idea to consult a doctor.",0.3798427283763885,0.376072496175766
hit:1440_conv:2881,caring,I am heading to the goodwill later to donate some of our old belongings. ,I am headed to the goodwill later to drop off some donations,that's very kind. Many people wouldn't go out of their way to do that.,That's really thoughtful of you to donate to the goodwill. It's a great way to help those in need. Thank you for caring and making a difference in someone's life.,That's great to hear! It's always nice to declutter and donate to those in need.,0.4870266616344452,0.4872735738754272
hit:3561_conv:7123,hopeful,I was hopeful i got the job after the interview,I think I did very good at my interview. I hope they call me back!,Good luck. That's always nerve racking waiting for them to call. I'm sure you did well though.,"That's great to hear! I'm keeping my fingers crossed for you. I'm sure you made a great impression during the interview. Just stay positive and hopefully, you'll hear back from them soon!",That's great to hear! I'm sure your confidence and preparation will make a strong impression on the interviewers. Fingers crossed for a positive outcome!,0.570895254611969,0.5229451656341553
hit:7393_conv:14787,proud,I made chocolate-caramel fudge brownies and they turned out really good! I'm improving as a chef.,"You know actually speaking on that, I've historically been a terrible cook but I've been practicing a lot and I'm getting really comfortable with where I'm at. I made caramel-fudge brownies today and they were reaaally good.","Man, that sounds really delicious. Where'd you get the recipe?",That's amazing to hear! I'm so proud of you for stepping out of your comfort zone and practicing your cooking skills. It must feel great to see all your hard work paying off with those delicious brownies. Keep up the good work!,That's awesome to hear! It sounds like all that practice is really paying off. Caramel-fudge brownies sound absolutely delicious. Keep up the great work in the kitchen!,0.4635021686553955,0.4895890355110168
hit:4855_conv:9711,apprehensive,I'm a little uneasy about making it through the last half of this year.,I'm a little uneasy about making it through the last half of the year.,Why is that?,"I understand how you're feeling. It's totally normal to feel apprehensive about the future, especially with everything going on. Just remember to take things one step at a time and try to focus on what you can control. You're not alone, and we can navigate through this together.","It's completely understandable to feel that way. Remember to take it one day at a time, you've made it this far and you're capable of getting through the rest of the year too. If you need support or someone to talk to, I'm here for you.",0.2591996192932129,0.296178251504898
hit:10176_conv:20352,apprehensive,"Working as a nurse, there are many times when I have been worried about my patients. Sometimes when a patient is just starting to get seriously ill, there are not any obvious signs, but my intuition is almost always correct.",Intuition can be a key tool to a seasoned nurse. ,"I suppose, but research and concrete knowledge is more beneficial as it is a very hands on and physical occupation, especially when the health of others are in their hands.","Absolutely, intuition can often be a valuable asset in healthcare. Your ability to pick up on subtle cues and trust your instincts can make a big difference in the care you provide to your patients. It's understandable to feel apprehensive when you sense that something may be wrong, but your experience and intuition are important strengths in your role as a nurse. Thank you for all that you do to help your patients.","That's very true! Intuition, gained through experience and knowledge, can often guide a nurse in making quick and accurate decisions in complex situations. It's a valuable skill to have in the healthcare field.",0.4817053973674774,0.5172262191772461
hit:6267_conv:12535,afraid,I am so scared right now.  I just heard a crashing noise in my back room.,I am so scared right now.  I just heard a crashing noise in my back room.,Holy Cannoli! Are you going to go check it out?,"I'm here for you. Take a deep breath and try to stay calm. Do you want me to stay on the phone with you while you go check it out, or should we call someone to come over? Your safety is the most important thing.","It's natural to feel scared when you hear unexpected noises, but try to stay calm. Is there anyone else at home with you? It might be a good idea to check on the noise together or call the authorities for help. Your safety is the most important thing right now.",0.4698271155357361,0.3843436241149902
hit:8168_conv:16337,furious,I didn't receive a cashback offer on purchasing the item. I contacted them but not responding. They enraged me!,I didn't receive a cashback offer on purchasing the item.,Were you supposed to?,"I'm sorry to hear that you didn't receive the cashback offer you were expecting. It's frustrating when companies don't respond to inquiries promptly. Have you tried following up with them again? Hopefully, they will address the issue and provide you with the cashback offer you deserve.",I'm sorry to hear that you didn't receive the cashback offer. Have you tried reaching out to customer service to see if they can assist you with this issue?,0.3350978493690491,0.3584747910499573
hit:4215_conv:8431,annoyed,My coworker can be really aggravating.  He is constantly talking and asking me dumb questions!  I can never get anything done in peace!,My coworker can be really aggravating. He is constantly talking and asking me dumb questions! I can never get anything done in peace!,Oh no! That sounds so irritating. Have you tried talking to your boss about him?,I can understand why you're feeling annoyed. It must be frustrating to have someone constantly interrupting your work. Have you tried talking to your coworker about how their behavior is affecting you?,I'm sorry to hear that your coworker is causing you frustration. Have you tried discussing your concerns with him directly? It might help to address the issue and find a solution together.,0.5884896516799927,0.5316146016120911
hit:11313_conv:22627,devastated,My mom gave me her old car but I didn't realize the trunk leaked. I had put my dads memorabilia in the trunk and it rained. almost ruined everything. ,I was happy my mom gave me her old car but then I wasn't as much later down the road,what changed your mind about the car,I'm so sorry to hear that happened. It must have been really tough to see your dad's memorabilia almost ruined like that. Is there anything I can do to help?,Why weren't you as happy later on down the road?,0.3395076692104339,0.4254962503910064
hit:7381_conv:14763,sentimental, i really love to look at old photo albums and see how everyone has grown and how things have changed,i really love to look at old photo albums and see how everyone has grown and how things have changed,ah yes its always nice to take a moment to remember the past,It's so wonderful to reminisce and see how time has passed through old photo albums. It must be a very sentimental experience for you. It's amazing how photos can capture so many memories and emotions. I'm sure it's heartwarming to see how everyone has grown and how things have changed over the years.,That's such a lovely way to reminisce and see how much everyone has grown over the years. It must bring back a lot of memories.,0.4365641474723816,0.4406924247741699
hit:1217_conv:2434,anticipating,I am feeling very hopeful about my business. It can make me jittery but happy everyday.,I have been working on a new business lately and I am so excited about it everyday!,That is good! What work do you do there?,"That's wonderful to hear! It's great to see your passion and enthusiasm for your business. Your anticipation is a powerful motivator. Keep up the great work, and I'm sure your hard work will pay off.",That's wonderful to hear! It's great to see your enthusiasm for your new business venture. What kind of business is it?,0.4687570035457611,0.5563700199127197
hit:10730_conv:21460,sad,I can't believe our little girl is all grown up and going to colledge . We are going tyo miss her so much.,do you have any kids in college?,"No. I have kids, but they are toddlers.","Yes, I have a daughter who is currently in college. I understand how you must be feeling as your daughter starts this new chapter in her life. It's natural to feel sad and miss her, but also exciting to see her grow and pursue her dreams. It's a bittersweet time, but she will always be your little girl no matter how far away she may be.","No, I don't have any kids in college. How about you?",0.4747546911239624,0.5395568609237671
hit:10467_conv:20935,disappointed,"Years ago, we were trying to buy our first house and the financing fell through.  We had to switch lenders and it took another six months to find a place.","When we were trying to buy our first home, our financing fell through.",Oh no!  That had to be frustrating. I hope it wasn't too close to closing.,I'm sorry to hear that things didn't go as planned with the financing for your first house. It must have been really disappointing and frustrating to have to switch lenders and go through that process again.,"I'm sorry to hear that. Buying a home can be a stressful process, especially when financing doesn't work out as planned. Is there anything I can do to help or support you?",0.4640348255634308,0.417805552482605
