conv_id,utterance_idx,emotion_label,context,utterance
hit:6071_conv:12143,3,lonely,I just moved to a new city for work. I havent made any friends yet and I am missing my old home city.,Yea it seems nice and my job pays well. I really wish I had my friends to check out the city with.
hit:6071_conv:12143,4,lonely,I just moved to a new city for work. I havent made any friends yet and I am missing my old home city.,How do your friends feel about the situation?
hit:11375_conv:22751,1,disgusted,"One time, I told my friend who lives outside of city limits that she could bring her recyclables to my house since city recycling isn't offered where she lives. She said she didn't want to because it would be too much work for her.","My friend lives outside of city limits, but still only about 15 minutes from me. I told her that since recycling isn't available where she lives, she could bring hers to my house."
hit:11375_conv:22751,2,disgusted,"One time, I told my friend who lives outside of city limits that she could bring her recyclables to my house since city recycling isn't offered where she lives. She said she didn't want to because it would be too much work for her.",That is thoughtful. Recycling is a great way to help the environment.
hit:11375_conv:22751,3,disgusted,"One time, I told my friend who lives outside of city limits that she could bring her recyclables to my house since city recycling isn't offered where she lives. She said she didn't want to because it would be too much work for her.","I think so too! But, unfortunately, she seemed to think that it would be too much work for her."
hit:11375_conv:22751,4,disgusted,"One time, I told my friend who lives outside of city limits that she could bring her recyclables to my house since city recycling isn't offered where she lives. She said she didn't want to because it would be too much work for her.","Oh, that is a bummer. Oh well, everyone is entitled to do what they want"
hit:11899_conv:23799,1,guilty,getting more money in change,i went to pick up some food and got the wrong change back....but didnt realize untill i got home
hit:11899_conv:23799,2,guilty,getting more money in change,oh god! how much did he rip you off by?
hit:11899_conv:23799,3,guilty,getting more money in change,actually they gave me my $20 dollar bill back plus change of the 20
hit:11899_conv:23799,4,guilty,getting more money in change,"oh, so what are you going to do about this?"
hit:9941_conv:19883,1,guilty,I took my bosses car for a drive last night.,I took my bosses car for a drive last night.
hit:9941_conv:19883,2,guilty,I took my bosses car for a drive last night.,Nice! Is it a fancy One?
hit:9941_conv:19883,3,guilty,I took my bosses car for a drive last night.,"Yes, it is a BMW."
hit:9941_conv:19883,4,guilty,I took my bosses car for a drive last night.,Very nice! Were you excited to drive it?
hit:7777_conv:15554,1,anxious,I'm so excited to go out to dinner tonight! I feel butterflies in my stomach,I'm so excited to go out to dinner tonight! I bought a new dress and shoes and I can't wait to wear them.
hit:7777_conv:15554,2,anxious,I'm so excited to go out to dinner tonight! I feel butterflies in my stomach,That sounds like fun Who are you going with?
hit:7777_conv:15554,3,anxious,I'm so excited to go out to dinner tonight! I feel butterflies in my stomach,My family to celebrate my dad's birthday.
hit:7777_conv:15554,4,anxious,I'm so excited to go out to dinner tonight! I feel butterflies in my stomach,I am sure you will enjoy it. 
hit:4531_conv:9063,1,surprised,It's expected that I will get a raise ,I'm not suprised that I will get a raise 
hit:4531_conv:9063,2,surprised,It's expected that I will get a raise ,oh yea did you do a good job to get one?
hit:4531_conv:9063,3,surprised,It's expected that I will get a raise ,I brought the biggest clients for 2 years in a row :)
hit:4531_conv:9063,4,surprised,It's expected that I will get a raise ,thats great nice job
hit:168_conv:337,1,terrified,Today going to the dentist I was going to have my first root canal done ever along with three other teeth worked on. I knew I would be numbed but that came with the price of a needle being used. I was very nervous and worried.,"I was so nervous going to the dentist today, I thought I would pass out!"
hit:168_conv:337,2,terrified,Today going to the dentist I was going to have my first root canal done ever along with three other teeth worked on. I knew I would be numbed but that came with the price of a needle being used. I was very nervous and worried.,"Oh no, did it end up okay?"
hit:168_conv:337,3,terrified,Today going to the dentist I was going to have my first root canal done ever along with three other teeth worked on. I knew I would be numbed but that came with the price of a needle being used. I was very nervous and worried.,"I suppose so, I much needed tooth is repaired now so my anxiety really was for nothing."
hit:168_conv:337,4,terrified,Today going to the dentist I was going to have my first root canal done ever along with three other teeth worked on. I knew I would be numbed but that came with the price of a needle being used. I was very nervous and worried.,I'm glad to hear it turned out okay.
hit:9481_conv:18962,1,proud,When i was won the title with my football team when i was younger.,We we playing 11 a side football on sundays and won the title as underdogs
hit:9481_conv:18962,2,proud,When i was won the title with my football team when i was younger.,"That is awesome, how long have you been playing?"
hit:9481_conv:18962,3,proud,When i was won the title with my football team when i was younger.,We had been playing as a team for just over a year together! Now i no longer play!
hit:9481_conv:18962,4,proud,When i was won the title with my football team when i was younger.,Have you thought about getting back into it?
hit:9481_conv:18962,5,proud,When i was won the title with my football team when i was younger.,I have but no longer have the time due to work! :(
hit:7106_conv:14212,1,sad,"I cried when I found out I couldn't attend Harvard,",I cried when I found out I couldn't attend Harvard.
hit:7106_conv:14212,2,sad,"I cried when I found out I couldn't attend Harvard,",oof was it the cost?
hit:7106_conv:14212,3,sad,"I cried when I found out I couldn't attend Harvard,","Yes, I was short by 100,000 dollars."
hit:7106_conv:14212,4,sad,"I cried when I found out I couldn't attend Harvard,",yikes thats quite a sum of money
hit:11426_conv:22853,1,disgusted,I found a dead racoon in my shed. I must have been there for a few weeks,I went into my shed to clean it and i found a dead raccoon 
hit:11426_conv:22853,2,disgusted,I found a dead racoon in my shed. I must have been there for a few weeks,Oh gosh. That's awful... sorry you had to experience that. What did you do after finding it? 
hit:11426_conv:22853,3,disgusted,I found a dead racoon in my shed. I must have been there for a few weeks,"I got a bag to clean up the body and i buried him,"
hit:11426_conv:22853,4,disgusted,I found a dead racoon in my shed. I must have been there for a few weeks,"Aww. I wonder how he died.. poor raccoon. Even if they are sneaky little creatures, it's pretty sad. "
hit:1800_conv:3601,1,disgusted,I saw a person being obnoxious and horribly racist to someone and could not stand it! I,Another thing that makes me sad is when someone is being racist. I saw someone being very obnoxious the other day and it was awful.
hit:1800_conv:3601,2,disgusted,I saw a person being obnoxious and horribly racist to someone and could not stand it! I,That is a reason to be sad but also to be furious
hit:1800_conv:3601,3,disgusted,I saw a person being obnoxious and horribly racist to someone and could not stand it! I,"That's right, it makes me angry as well when someone is treated unfairly."
hit:1800_conv:3601,4,disgusted,I saw a person being obnoxious and horribly racist to someone and could not stand it! I,All people are the same.I understand why you feel ver sad and I guess frustrated too
hit:7060_conv:14121,1,anticipating,Going to Florida soon!,I can't wait for next month
hit:7060_conv:14121,2,anticipating,Going to Florida soon!,What is going to happen in September?
hit:7060_conv:14121,3,anticipating,Going to Florida soon!,We're taking my nephew to Panama City!  
hit:7060_conv:14121,4,anticipating,Going to Florida soon!,Wow! I bet he will love that. 
hit:7060_conv:14121,5,anticipating,Going to Florida soon!,Yeah he can't wait!  That's all he talks about lol
hit:7060_conv:14121,6,anticipating,Going to Florida soon!,That is great that you are going to take him. He will always remember it. 
hit:7060_conv:14121,7,anticipating,Going to Florida soon!,Yeah it's his first time seeing a beach too!  So thrilled!
hit:1205_conv:2410,1,annoyed,My coworker is always coming over to my desk and talking for long periods of time.  It causes me to get behind sometimes.,My coworker is always coming over to my desk and talking for long periods of time. It causes me to get behind sometimes.
hit:1205_conv:2410,2,annoyed,My coworker is always coming over to my desk and talking for long periods of time.  It causes me to get behind sometimes.,why dont you tell them to stop?
hit:1205_conv:2410,3,annoyed,My coworker is always coming over to my desk and talking for long periods of time.  It causes me to get behind sometimes.,I try to but don't want him to think I am being rude.  I might have to though if it keeps taking me away from work.
hit:1205_conv:2410,4,annoyed,My coworker is always coming over to my desk and talking for long periods of time.  It causes me to get behind sometimes.,yea i coud understand that
hit:2545_conv:5090,1,lonely,My roommate just move out of our dorm. I have never lived alone before. It is so weird. ,My roommate just moved out of our dorm.
hit:2545_conv:5090,2,lonely,My roommate just move out of our dorm. I have never lived alone before. It is so weird. ,Oh is the new extra space a good thing?
hit:2545_conv:5090,3,lonely,My roommate just move out of our dorm. I have never lived alone before. It is so weird. ,"Maybe, but I have never lived alone before. It is very quiet and weird."
hit:2545_conv:5090,4,lonely,My roommate just move out of our dorm. I have never lived alone before. It is so weird. ,I can imagine that being a bit lonely.
hit:4249_conv:8499,1,terrified,I heard a loud bang outside my house recently and thought someone was trying to break in.,I heard a loud bang outside my house recently and thought someone was trying to break in.
hit:4249_conv:8499,2,terrified,I heard a loud bang outside my house recently and thought someone was trying to break in.,"Oh no, that sounds scary."
hit:4249_conv:8499,3,terrified,I heard a loud bang outside my house recently and thought someone was trying to break in.,"Yeah, it was just someone shooting fireworks fortunately."
hit:4249_conv:8499,4,terrified,I heard a loud bang outside my house recently and thought someone was trying to break in.,Thank goodness it wasn't something serious.
hit:6631_conv:13262,1,anticipating,I have a vacation coming up soon. I am really excited to leave already.,I am really excited about my vacation coming up. I leave next week.
hit:6631_conv:13262,2,anticipating,I have a vacation coming up soon. I am really excited to leave already.,where are you heading to
hit:6631_conv:13262,3,anticipating,I have a vacation coming up soon. I am really excited to leave already.,I am going to the beach. Its all I can think about before leaving. Im so ready to go.
hit:6631_conv:13262,4,anticipating,I have a vacation coming up soon. I am really excited to leave already.,i wish i was you
hit:3367_conv:6735,1,prepared,once I realized I had packed everything I needed,Once I went on a trip and realized I didnt forget a single thing.
hit:3367_conv:6735,2,prepared,once I realized I had packed everything I needed,That had to make you feel good. It is so easy to forget when your trying so hard to remember. LOL
hit:3367_conv:6735,3,prepared,once I realized I had packed everything I needed,"Story of my life,  I always forget things no matter how hard I try"
hit:3367_conv:6735,4,prepared,once I realized I had packed everything I needed,I always make a list before a trip and triple check it before I leave.
hit:5748_conv:11496,1,afraid,I do not like anything with wings.,I do not like anything with wings.
hit:5748_conv:11496,2,afraid,I do not like anything with wings.,really?
hit:5748_conv:11496,3,afraid,I do not like anything with wings.,Yes. It is mostly birds but even a dragon I do not like. I am afraid they will attack me.
hit:5748_conv:11496,4,afraid,I do not like anything with wings.,Why?
hit:12423_conv:24846,1,afraid,"My house burned down and I had to rescue my family, It was a chilly night.",What a scary night that was.
hit:12423_conv:24846,2,afraid,"My house burned down and I had to rescue my family, It was a chilly night.",What happened? Hope you are okay?
hit:12423_conv:24846,3,afraid,"My house burned down and I had to rescue my family, It was a chilly night.","My house burned night earlier, had to get my mom out."
hit:12423_conv:24846,4,afraid,"My house burned down and I had to rescue my family, It was a chilly night.","Omg that is so scary, I am so sorry to hear that. "
hit:7186_conv:14372,1,hopeful,I applied for a job last week,I applied for a job last week
hit:7186_conv:14372,2,hopeful,I applied for a job last week,"Oh, did you get it?"
hit:7186_conv:14372,3,hopeful,I applied for a job last week,havent heard back but im hoping
hit:7186_conv:14372,4,hopeful,I applied for a job last week,I wish you all the best.
hit:3864_conv:7728,1,excited,A new amusement park is going to open near me. I won't have to drive an hour to the nearest one anymore.,A new amusement park is going to open near me. I won't have to drive an hour to the nearest one anymore.
hit:3864_conv:7728,2,excited,A new amusement park is going to open near me. I won't have to drive an hour to the nearest one anymore.,Do you like the amusement park? do you go often?
hit:3864_conv:7728,3,excited,A new amusement park is going to open near me. I won't have to drive an hour to the nearest one anymore.,I love it! It's so much fun. I didn't go often because of the distance.
hit:3864_conv:7728,4,excited,A new amusement park is going to open near me. I won't have to drive an hour to the nearest one anymore.,Do you like the scary roller coasters? 
hit:1998_conv:3996,1,angry,I just witnessed someone steal from an old woman walking across the street. Boils my blood!,I witnessed a man rob an old woman walking across the street. Boils my friggin' blood!
hit:1998_conv:3996,2,angry,I just witnessed someone steal from an old woman walking across the street. Boils my blood!,Oh my God that's terrible!  So sad.  I'd be mad too.  What did you do?
hit:1998_conv:3996,3,angry,I just witnessed someone steal from an old woman walking across the street. Boils my blood!,"I would have chased that punk down if I was close enough, but I saw it from a distance. "
hit:1998_conv:3996,4,angry,I just witnessed someone steal from an old woman walking across the street. Boils my blood!,Did the police come? I hope she got her stuff back
hit:1998_conv:3996,5,angry,I just witnessed someone steal from an old woman walking across the street. Boils my blood!,"They did, and I explained in as much detail as I could remember what he looked like. Hopefully they catch him."
hit:1998_conv:3996,6,angry,I just witnessed someone steal from an old woman walking across the street. Boils my blood!,No kidding.  I would hate for that to happen to anyone else.
hit:1998_conv:3996,7,angry,I just witnessed someone steal from an old woman walking across the street. Boils my blood!,I felt so bad for her. She seemed really shook up.
hit:1998_conv:3996,8,angry,I just witnessed someone steal from an old woman walking across the street. Boils my blood!,I bet.  The world can be so scary!  I'm glad she was okay
hit:11708_conv:23417,1,sad,I am feeling this way because my son is turning 2 soon.,My son will be turning two in a few months.
hit:11708_conv:23417,2,sad,I am feeling this way because my son is turning 2 soon.,what are you going to do for his birthday
hit:11708_conv:23417,3,sad,I am feeling this way because my son is turning 2 soon.,We are going to have a small get together with family!
hit:11708_conv:23417,4,sad,I am feeling this way because my son is turning 2 soon.,i love birthday gathers
hit:2937_conv:5875,1,angry,My sister and I are fighting.,My sister and I got into this huge fight and she called me a fat cow. 
hit:2937_conv:5875,2,angry,My sister and I are fighting.,I call my sister that all the time. 
hit:2937_conv:5875,3,angry,My sister and I are fighting.,To be funny or what? Because I think it's really rude and unforgiveable. 
hit:2937_conv:5875,4,angry,My sister and I are fighting.,OH. I'm sorry. We do that to each other. I  didn't know she hurt your feelings.
hit:7420_conv:14840,1,jealous,"My friend got to play golf today. I wanted to as well, but work kept me from doing it","My friend got to play golf today. I wanted to, but I had to work"
hit:7420_conv:14840,2,jealous,"My friend got to play golf today. I wanted to as well, but work kept me from doing it",That's a bummer!  Were you upset about it?
hit:7420_conv:14840,3,jealous,"My friend got to play golf today. I wanted to as well, but work kept me from doing it",I was just envious of him
hit:7420_conv:14840,4,jealous,"My friend got to play golf today. I wanted to as well, but work kept me from doing it","yeah, I can understand that.  Maybe next time you'll get to go and he'll have to work!"
hit:7262_conv:14525,1,furious,My friend forgot to tell me he wasn't coming over so I missed out on other plans like going to a game. He's so unthoughtful,My friend forgot to tell me he wasn't coming over so I missed out on other plans like going to a game!
hit:7262_conv:14525,2,furious,My friend forgot to tell me he wasn't coming over so I missed out on other plans like going to a game. He's so unthoughtful,Oh man I would be so mad...did he apologize at all
hit:7262_conv:14525,3,furious,My friend forgot to tell me he wasn't coming over so I missed out on other plans like going to a game. He's so unthoughtful,"No. He just went ""oops"". He's so uncaring sometimes and gets drawn into his work. I really should know better by now"
hit:7262_conv:14525,4,furious,My friend forgot to tell me he wasn't coming over so I missed out on other plans like going to a game. He's so unthoughtful,Yeah sounds like he needs a taste of his own medicine lol
hit:4025_conv:8051,1,angry,A part for my computer that I've been putting off buying went up 10% right before I finally ordered it.,I've been putting off buying a computer part that I needed and just noticed it went up 10%! I'm pretty mad at myself.
hit:4025_conv:8051,2,angry,A part for my computer that I've been putting off buying went up 10% right before I finally ordered it.,Oh no! I hate when that happens... hopefully your computers holds on a little longer for it to go back down
hit:4025_conv:8051,3,angry,A part for my computer that I've been putting off buying went up 10% right before I finally ordered it.,I hope so too! I might have to just end up buying it. My hard drive is getting pretty old and running slow.
hit:4025_conv:8051,4,angry,A part for my computer that I've been putting off buying went up 10% right before I finally ordered it.,Well good luck! I know how frustrating that can be
hit:2945_conv:5891,1,ashamed,I say every year I'm going to wear a two peice swimsuit. I never do.,I never go on a diet like I say
hit:2945_conv:5891,2,ashamed,I say every year I'm going to wear a two peice swimsuit. I never do.,I'm sorry to hear that. What's holding you back? 
hit:2945_conv:5891,3,ashamed,I say every year I'm going to wear a two peice swimsuit. I never do.,I just never do it. I want to wear a two peice bikini one summer lol
hit:2945_conv:5891,4,ashamed,I say every year I'm going to wear a two peice swimsuit. I never do.,You'll get there one day!
hit:2945_conv:5891,5,ashamed,I say every year I'm going to wear a two peice swimsuit. I never do.,One day.
hit:2945_conv:5891,6,ashamed,I say every year I'm going to wear a two peice swimsuit. I never do.,Just keep working at it. 
hit:2945_conv:5891,7,ashamed,I say every year I'm going to wear a two peice swimsuit. I never do.,Thanks for the support stranger lol
hit:2582_conv:5165,1,guilty,I sacked a girl for the wrong reasons,I felt bad for firing her
hit:2582_conv:5165,2,guilty,I sacked a girl for the wrong reasons,Was she a bad employee?
hit:2582_conv:5165,3,guilty,I sacked a girl for the wrong reasons,No she wasn't 
hit:2582_conv:5165,4,guilty,I sacked a girl for the wrong reasons,Then what caused you to fire her?
hit:2582_conv:5165,5,guilty,I sacked a girl for the wrong reasons,She came to work late but I didn't acre to listen to her reason 
hit:4627_conv:9254,1,proud,My son had good grades at school,I felt good about my son's grade
hit:4627_conv:9254,2,proud,My son had good grades at school,Did he all get A's?
hit:4627_conv:9254,3,proud,My son had good grades at school,Yes he did
hit:4627_conv:9254,4,proud,My son had good grades at school,I would be proud too. That takes a lot of effort to get straight A's.
hit:9312_conv:18625,1,hopeful,Going on a picnic next weekend and wishing the weather is good.,I'm going out to a picnic like thing with some friends next weekend. Fingers crossed the weather stays nice.
hit:9312_conv:18625,2,hopeful,Going on a picnic next weekend and wishing the weather is good.,That sounds really relaxing and nice.
hit:9312_conv:18625,3,hopeful,Going on a picnic next weekend and wishing the weather is good.,Yeah that is exactly what I am hoping it is! haha
hit:9312_conv:18625,4,hopeful,Going on a picnic next weekend and wishing the weather is good.,Well hopefully it doesn't rain or anything.
hit:11176_conv:22352,1,faithful,I was out shopping and a very attractive man was giving me a lot of attention. I am married and I am happy to say that I remained faithful to my husband.,Went shopping this weekend and learned something about myself.
hit:11176_conv:22352,2,faithful,I was out shopping and a very attractive man was giving me a lot of attention. I am married and I am happy to say that I remained faithful to my husband.,What a strange place for introspection! What did you learn?
hit:11176_conv:22352,3,faithful,I was out shopping and a very attractive man was giving me a lot of attention. I am married and I am happy to say that I remained faithful to my husband.,Well I learned that I can say no to temptation and feel great about my decision.
hit:11176_conv:22352,4,faithful,I was out shopping and a very attractive man was giving me a lot of attention. I am married and I am happy to say that I remained faithful to my husband.,"Wow that's pretty fundamental to your personality, and a great thing to discover. I imagine the knowledge will help you throughout life."
hit:11176_conv:22352,5,faithful,I was out shopping and a very attractive man was giving me a lot of attention. I am married and I am happy to say that I remained faithful to my husband.,Yeah and also make my hubby happy too! not to mention the wallet.
hit:7764_conv:15528,1,furious,i have a coworker that comes into work late every day and takes way too many breaks,i have a coworker that comes into work late every day and takes way too many breaks
