conv_id,utterance_idx,emotion_label,context,utterance
hit:2931_conv:5863,4,grateful,I got 2 working arms and legs. I am so thankful for that.,Nothing upsets me more than people getting handicapped plates and not being handicapped.
hit:6510_conv:13021,1,embarrassed,I forgot my words when giving a speech.,I forgot my words when giving a speech. I completely messed up!
hit:6510_conv:13021,2,embarrassed,I forgot my words when giving a speech.,Oh no. Was it a important speech?
hit:6510_conv:13021,3,embarrassed,I forgot my words when giving a speech.,"Yes, it was my valedictorian speech. i am beyond embarrassed right now!"
hit:6510_conv:13021,4,embarrassed,I forgot my words when giving a speech.,"As King Solomon in the bible would say ""This will pass"""
hit:9190_conv:18381,1,embarrassed,I went to set at dinner with a girl who I thought was my girlfriend. My girlfriend saw the whole thing.,I went to set at dinner with a girl who I thought was my girlfriend. My girlfriend saw the whole thing.
hit:9190_conv:18381,2,embarrassed,I went to set at dinner with a girl who I thought was my girlfriend. My girlfriend saw the whole thing.,Wow how did that happen?? 
hit:9190_conv:18381,3,embarrassed,I went to set at dinner with a girl who I thought was my girlfriend. My girlfriend saw the whole thing.,"She looked a lot like my girlfriend from the back. Guess I was super tired, too."
hit:9190_conv:18381,4,embarrassed,I went to set at dinner with a girl who I thought was my girlfriend. My girlfriend saw the whole thing.,Well I'm sure you figured out your mistake right away!
hit:5974_conv:11948,1,anticipating,This week is a big week for me at my job. I should find out if I get a bonus or not.,This week is a big week for me at my job. 
hit:5974_conv:11948,2,anticipating,This week is a big week for me at my job. I should find out if I get a bonus or not.,Do you think it will be good news or bad news? 
hit:5974_conv:11948,3,anticipating,This week is a big week for me at my job. I should find out if I get a bonus or not., I should find out if I get a bonus or not. I am hoping its good news!
hit:5974_conv:11948,4,anticipating,This week is a big week for me at my job. I should find out if I get a bonus or not.,Very exciting. I hope you get it.
hit:7741_conv:15482,1,afraid,"When I worked at a bank, a man came in to rob us.  He had on a mask and had a gun.  We thankfully had a security guard in the back who detained him","When I worked at a bank, a man came in with a gun to rob us"
hit:7741_conv:15482,2,afraid,"When I worked at a bank, a man came in to rob us.  He had on a mask and had a gun.  We thankfully had a security guard in the back who detained him",That is so scary! Did they catch him?
hit:7741_conv:15482,3,afraid,"When I worked at a bank, a man came in to rob us.  He had on a mask and had a gun.  We thankfully had a security guard in the back who detained him",Thankfully our security guard had been in the back and was able to catch him before anything too bad happened
hit:7741_conv:15482,4,afraid,"When I worked at a bank, a man came in to rob us.  He had on a mask and had a gun.  We thankfully had a security guard in the back who detained him","I'm pleased to hear that, the security guard sounds brave. Still, it must have been very stressful!"
hit:9838_conv:19677,1,disgusted,I hate olives and the other day I was eating a salad and there was one in there :(,I absolutely hate olives. The other day I was eating a salad I got from Whole Foods and somehow a stray black olive was in there. >:(
hit:9838_conv:19677,2,disgusted,I hate olives and the other day I was eating a salad and there was one in there :(,Eww! I really hate olives also. What things do you like in your salad?
hit:9838_conv:19677,3,disgusted,I hate olives and the other day I was eating a salad and there was one in there :(,"I really like mixed greens with shredded carrots, onions, broccoli, almonds or pumpkin seeds, avocado...ah I could go on and on! "
hit:9838_conv:19677,4,disgusted,I hate olives and the other day I was eating a salad and there was one in there :(,"I'm just a plain salad person, but I do like my bacon bits and croutons in a salad. Also some carrots."
hit:6662_conv:13324,1,anxious,I am about to embark on a three month trip. I am having second thoughts about it.,I am having second thoughts about my three month long trip.
hit:6662_conv:13324,2,anxious,I am about to embark on a three month trip. I am having second thoughts about it.,That's a long time to be away. Are you going by yourself?
hit:6662_conv:13324,3,anxious,I am about to embark on a three month trip. I am having second thoughts about it.,I am. I have never gone away that long.
hit:6662_conv:13324,4,anxious,I am about to embark on a three month trip. I am having second thoughts about it.,The opportunity probably won't come along to many times in a lifetime. You should take advantage of it and enjoy yourself as much as you can.
hit:8649_conv:17299,1,disgusted,"I saw myself doing jumping jacks in the mirror with my shirt off, ugh.","I saw myself doing jumping jacks in the mirror with my shirt off, ugh."
hit:8649_conv:17299,2,disgusted,"I saw myself doing jumping jacks in the mirror with my shirt off, ugh.",If you keep doing them you'll look better!
hit:8649_conv:17299,3,disgusted,"I saw myself doing jumping jacks in the mirror with my shirt off, ugh.","Yeah, but meanwhile I want to throw up every time I see myself."
hit:8649_conv:17299,4,disgusted,"I saw myself doing jumping jacks in the mirror with my shirt off, ugh.",Maybe you should go on a diet so you don't feel sick :D
hit:10014_conv:20028,1,disappointed,"In the past month, i had three interviews for a job. None has called me back. I think i am just an incapable individual","I had three interviews in the past month for a job. Unfortunately, none has called me back. Very disappointed in myself for being so clumsy and incapable"
hit:10014_conv:20028,2,disappointed,"In the past month, i had three interviews for a job. None has called me back. I think i am just an incapable individual","Keep trying, never give up."
hit:10014_conv:20028,3,disappointed,"In the past month, i had three interviews for a job. None has called me back. I think i am just an incapable individual",I don't know. I am trying to cope with these challenges. I am not sure how far i can go on like this
hit:10014_conv:20028,4,disappointed,"In the past month, i had three interviews for a job. None has called me back. I think i am just an incapable individual",Maybe you should go to a temp agency.
hit:7790_conv:15581,1,anxious,"I've got some big medical tests coming up.  I wish they would have done them that day, but I have to wait now.","I""ve got some big medical tests coming up."
hit:7790_conv:15581,2,anxious,"I've got some big medical tests coming up.  I wish they would have done them that day, but I have to wait now.",Hopefully you do good on those and the doctor clears you.
hit:7790_conv:15581,3,anxious,"I've got some big medical tests coming up.  I wish they would have done them that day, but I have to wait now.","I hope so too, I wish they would have done them right then, but they are making me wait.  It's so nerve-wracking!"
hit:7790_conv:15581,4,anxious,"I've got some big medical tests coming up.  I wish they would have done them that day, but I have to wait now.",You will be okay and get better.
hit:787_conv:1575,1,furious,My internet is started to act weird and its making me mad.,MY internet used to be awesome now it cuts out several times a day.
hit:787_conv:1575,2,furious,My internet is started to act weird and its making me mad.,Well at least you can find an excuse to step outside the house and mix it up!
hit:787_conv:1575,3,furious,My internet is started to act weird and its making me mad.,"That's true, but it also ruining my Call of Duty stats. Thats the worst part."
hit:787_conv:1575,4,furious,My internet is started to act weird and its making me mad.,I love Call of Duty.  What's your rank
hit:787_conv:1575,5,furious,My internet is started to act weird and its making me mad.,I don't know. I hardly play know. I only play hardcore domination. All of my friends are way past me now.
hit:6922_conv:13844,1,terrified,One night I was at a diner after a long night of partying to get a bite to eat . As I was leaving I was clearly being followed by someone. He grabbed my purse and demanded my keys.,One night after partying all night I went to a diner and had a bad experience.
hit:6922_conv:13844,2,terrified,One night I was at a diner after a long night of partying to get a bite to eat . As I was leaving I was clearly being followed by someone. He grabbed my purse and demanded my keys.,Oh no!  What happened??
hit:6922_conv:13844,3,terrified,One night I was at a diner after a long night of partying to get a bite to eat . As I was leaving I was clearly being followed by someone. He grabbed my purse and demanded my keys.,"Omg, I was on my way out and I was followed by someone."
hit:6922_conv:13844,4,terrified,One night I was at a diner after a long night of partying to get a bite to eat . As I was leaving I was clearly being followed by someone. He grabbed my purse and demanded my keys.,OMG who was it?  What did they do??
hit:6922_conv:13844,5,terrified,One night I was at a diner after a long night of partying to get a bite to eat . As I was leaving I was clearly being followed by someone. He grabbed my purse and demanded my keys.,He  walked really fast toward me grabbed my purse and demanded my keys.
hit:6922_conv:13844,6,terrified,One night I was at a diner after a long night of partying to get a bite to eat . As I was leaving I was clearly being followed by someone. He grabbed my purse and demanded my keys.,AHH!!  Did you call the police?
hit:6922_conv:13844,7,terrified,One night I was at a diner after a long night of partying to get a bite to eat . As I was leaving I was clearly being followed by someone. He grabbed my purse and demanded my keys.,Yes. I was so scared in that moment! He didn't even have a weapon.
hit:6922_conv:13844,8,terrified,One night I was at a diner after a long night of partying to get a bite to eat . As I was leaving I was clearly being followed by someone. He grabbed my purse and demanded my keys.,Did he hurt you??
hit:7359_conv:14719,1,disgusted,We homeschool our girls and our oldest did a high school biology class last year.  She had to dissect several things and I could not watch.,We homeschool our girls and my oldest had to take a biology class last year.
hit:7359_conv:14719,2,disgusted,We homeschool our girls and our oldest did a high school biology class last year.  She had to dissect several things and I could not watch.,Do you mean the biology class was taken at a school?
hit:7359_conv:14719,3,disgusted,We homeschool our girls and our oldest did a high school biology class last year.  She had to dissect several things and I could not watch.,"Yes, we did it at home.  She had to dissect several things and I could not watch it.  She had to do it with my husband instead."
hit:7359_conv:14719,4,disgusted,We homeschool our girls and our oldest did a high school biology class last year.  She had to dissect several things and I could not watch.,Wow. That is pretty amazing. Did you enjoy it?
hit:5223_conv:10447,1,proud,when my son graduated school,watching my son graduate was the best feeling ever
hit:5223_conv:10447,2,proud,when my son graduated school,i bet! congrats
hit:5223_conv:10447,3,proud,when my son graduated school,thank you.all his hard work and our time helping him payed off
hit:5223_conv:10447,4,proud,when my son graduated school,that was awesome of you all
hit:3963_conv:7926,1,jealous,I wish I was my cat.  My cat gets to sleep all day.  Or eat.. Or sleep..,I wish I could sit around and eat and sleep all day like my cat.
hit:3963_conv:7926,2,jealous,I wish I was my cat.  My cat gets to sleep all day.  Or eat.. Or sleep..,That would be great wouldn't it? They have it made!
hit:3963_conv:7926,3,jealous,I wish I was my cat.  My cat gets to sleep all day.  Or eat.. Or sleep..,I so wish I could be a cat... ohhh how easy life would be!
hit:3963_conv:7926,4,jealous,I wish I was my cat.  My cat gets to sleep all day.  Or eat.. Or sleep..,Yeah but you also wouldn't live as long either. 
hit:9924_conv:19849,1,terrified,I used to be so scared going to sleep. I thought there were monsters in my closet.,I used to be so scared to go to sleep as a kid.
hit:9924_conv:19849,2,terrified,I used to be so scared going to sleep. I thought there were monsters in my closet.,How come? Were you scared of the dark?
hit:9924_conv:19849,3,terrified,I used to be so scared going to sleep. I thought there were monsters in my closet.,"That, and I always thought there were very creepy monsters in my closet. I had a hard time falling asleep."
hit:9924_conv:19849,4,terrified,I used to be so scared going to sleep. I thought there were monsters in my closet.,Oh no! Did your parents check your closet before tucking you into bed?
hit:7524_conv:15049,1,hopeful,im starting to make more and more money online i hope one day online could be my full time job,"im starting to make more and more money online, eventually i want to make this my full time job"
hit:7524_conv:15049,2,hopeful,im starting to make more and more money online i hope one day online could be my full time job,That's awesome! I wish I could do that too
hit:7524_conv:15049,3,hopeful,im starting to make more and more money online i hope one day online could be my full time job,"i have a job alread, but my backs in constant pain and its gone out 3 times over the years , i need a plan b or win the lottery "
hit:7524_conv:15049,4,hopeful,im starting to make more and more money online i hope one day online could be my full time job,Oh that's awful. I hope your back can improve as well as your odds on the lottery.
hit:2724_conv:5449,1,apprehensive,I had been laid off from a job I'd had for 25 years. I wasn't sure what would happen,There was not a lot of decent paying work in my area
hit:2724_conv:5449,2,apprehensive,I had been laid off from a job I'd had for 25 years. I wasn't sure what would happen,Really?
hit:2724_conv:5449,3,apprehensive,I had been laid off from a job I'd had for 25 years. I wasn't sure what would happen,Yes it's a rural area with not a  lot of opportunities
hit:2724_conv:5449,4,apprehensive,I had been laid off from a job I'd had for 25 years. I wasn't sure what would happen,what kind of jobs?
hit:2724_conv:5449,5,apprehensive,I had been laid off from a job I'd had for 25 years. I wasn't sure what would happen,"There are some retail jobs, hotel jobs, health care, education, but not a lot of industry"
hit:11817_conv:23634,1,sad,My favorite football team lost tonight.  It makes me feel so unhappy.,My favorite football team lost tonight.
hit:11817_conv:23634,2,sad,My favorite football team lost tonight.  It makes me feel so unhappy.,American football or soccer?
hit:11817_conv:23634,3,sad,My favorite football team lost tonight.  It makes me feel so unhappy.,American Football.  When they lose I feel so unhappy.
hit:11817_conv:23634,4,sad,My favorite football team lost tonight.  It makes me feel so unhappy.,Yeah I bet.  Are you a Browns fan or something?
hit:9466_conv:18933,1,annoyed,My little sister has to sleep in my room this week while we have company. I hate it because she really gets on my nerves.,My little sister has to sleep in my room this week while we have company over.
hit:9466_conv:18933,2,annoyed,My little sister has to sleep in my room this week while we have company. I hate it because she really gets on my nerves.,Do you think she will keep you awake? How old is she?
hit:9466_conv:18933,3,annoyed,My little sister has to sleep in my room this week while we have company. I hate it because she really gets on my nerves.,She is 11 and always goes through my stuff and uses my makeup. It gets on my nerves.
hit:9466_conv:18933,4,annoyed,My little sister has to sleep in my room this week while we have company. I hate it because she really gets on my nerves.,"Maybe you can hide some of your things, or put them in a safe place. "
hit:8696_conv:17392,1,nostalgic,I remember when fast food used to be really cheap.  Those were the good old days.,I remember when fast food used to be really cheap.
hit:8696_conv:17392,2,nostalgic,I remember when fast food used to be really cheap.  Those were the good old days.,"Yes, and you didn't have to always buy items for the extra value menu."
hit:8696_conv:17392,3,nostalgic,I remember when fast food used to be really cheap.  Those were the good old days.,Absolutely! Those were the good old days.
hit:8696_conv:17392,4,nostalgic,I remember when fast food used to be really cheap.  Those were the good old days.,Those are the good old days. Have to use coupons these days!
hit:1314_conv:2628,1,joyful,I am so happy it is almost August.,I am so happy it is almost August.
hit:1314_conv:2628,2,joyful,I am so happy it is almost August.,Me too but it is still one more month of heat coming but it also means September is on the way.
hit:1314_conv:2628,3,joyful,I am so happy it is almost August.,I am so happy it is almost August.
hit:1314_conv:2628,4,joyful,I am so happy it is almost August.,Why do you say that?
hit:1314_conv:2628,5,joyful,I am so happy it is almost August.,"I love the heat, the hotter the better."
hit:1314_conv:2628,6,joyful,I am so happy it is almost August.,I don't like 100+ degree days myself!
hit:10901_conv:21803,1,nostalgic,I enjoy reminiscing on the better times in life.,I enjoy reminiscing on the better times in life.
hit:10901_conv:21803,2,nostalgic,I enjoy reminiscing on the better times in life.,Me too. About friends an d family. Things I got to see and do.
hit:10901_conv:21803,3,nostalgic,I enjoy reminiscing on the better times in life.,Have you ever wondered why some people get put through trials in life?
hit:10901_conv:21803,4,nostalgic,I enjoy reminiscing on the better times in life.,Yes. Some more than others. But sometimes I think it's all relative.
hit:1538_conv:3076,1,anxious,"I had to get something checked out at the doctor recently, always makes me nervous.","I had to get something checked out at the doctor recently, always makes me nervous."
hit:1538_conv:3076,2,anxious,"I had to get something checked out at the doctor recently, always makes me nervous.",What was it?
hit:1538_conv:3076,3,anxious,"I had to get something checked out at the doctor recently, always makes me nervous.","It was something that looked like an infection on my foot, but it actually wasn't."
hit:1538_conv:3076,4,anxious,"I had to get something checked out at the doctor recently, always makes me nervous.",So everything is okay then? That's good news!
hit:1487_conv:2974,1,grateful,"My dad gave me some money to buy some e-cig liquid for my vape, I am so thankful!","Recently, my dad gave me some money to buy e-cig liquid for my vape, I am very thankful!"
hit:1487_conv:2974,2,grateful,"My dad gave me some money to buy some e-cig liquid for my vape, I am so thankful!",That's pretty cool. What flavor do you think you are going to get?
hit:1487_conv:2974,3,grateful,"My dad gave me some money to buy some e-cig liquid for my vape, I am so thankful!","Well, I'm thinking something fruity. Maybe berry or watermelon?"
hit:1487_conv:2974,4,grateful,"My dad gave me some money to buy some e-cig liquid for my vape, I am so thankful!",Berry sounds like it would be very tasty.
hit:4573_conv:9146,1,surprised,I was surprised one day I scratched a lotto ticket to find out I had won £100.,I was surprised one day I scratched a lotto ticket to find out I had won £100.
hit:4573_conv:9146,2,surprised,I was surprised one day I scratched a lotto ticket to find out I had won £100.,So exciting! What did you do with that money?
hit:4573_conv:9146,3,surprised,I was surprised one day I scratched a lotto ticket to find out I had won £100.,I was in shock as I've never won anything before. I took the money home and gave it to my wife for the house shopping.
hit:4573_conv:9146,4,surprised,I was surprised one day I scratched a lotto ticket to find out I had won £100.,Thats good! I would have just spent it on drinks!
hit:4955_conv:9910,1,hopeful,I am so tired of hurricanes. Every year it seems like hurricanes make life difficult for me. I am wishing this year will be quiet.,I live in a hurricane zone. Every year it seems like hurricanes make my life miserable.
hit:4955_conv:9910,2,hopeful,I am so tired of hurricanes. Every year it seems like hurricanes make life difficult for me. I am wishing this year will be quiet.,"that terrifying, i am scared to death of hurricanes"
hit:4955_conv:9910,3,hopeful,I am so tired of hurricanes. Every year it seems like hurricanes make life difficult for me. I am wishing this year will be quiet.,Well I am wishing this year is quiet. I could really use a break from the stress!
hit:4955_conv:9910,4,hopeful,I am so tired of hurricanes. Every year it seems like hurricanes make life difficult for me. I am wishing this year will be quiet.,that is understandable! were you effected by harvey?
hit:2442_conv:4884,1,content,I felt good and normal going to my brothers wedding. It just felt nice to know he was going to be happy,I felt contentment when my brother was going to get married. I just felt glad for him
hit:2442_conv:4884,2,content,I felt good and normal going to my brothers wedding. It just felt nice to know he was going to be happy,Congrats for your brother! When is the wedding?
hit:2442_conv:4884,3,content,I felt good and normal going to my brothers wedding. It just felt nice to know he was going to be happy,Its coming up in the fall
hit:2442_conv:4884,4,content,I felt good and normal going to my brothers wedding. It just felt nice to know he was going to be happy,Fall is a wonderful time to have it. Are you going to be the best man?
hit:12276_conv:24552,1,afraid,I was cleaning my garage and a huge spider crawled on to me!  I am super scared of spiders!,I was cleaning my garage and a huge spider crawled on to me! I am super scared of spiders!
hit:12276_conv:24552,2,afraid,I was cleaning my garage and a huge spider crawled on to me!  I am super scared of spiders!,Oh I do not like spiders either!  What did you do?
hit:12276_conv:24552,3,afraid,I was cleaning my garage and a huge spider crawled on to me!  I am super scared of spiders!,I basically screamed like a little girl and jumped!
hit:12276_conv:24552,4,afraid,I was cleaning my garage and a huge spider crawled on to me!  I am super scared of spiders!,I'd probably have done the exact same thing - then called for my husband or one of my daughters to kill it!!
hit:11119_conv:22238,1,trusting,"My sister came to visit over the weekend , when she got here her car broke down,we called a mechanic and he said it would take three days to fix it. She asked to borrow my car for the day so she and her husband could go site seeing and I usually don't let any one borrow my car , I told her it weas something I don't do for any one but I would let her and I would just have to believe she wouldn't and she would bring it back the same way it was when she took it.",have you ever let some one borrow something that had a lot of meaning to you and you didn't want anything to happen to it?
hit:11119_conv:22238,2,trusting,"My sister came to visit over the weekend , when she got here her car broke down,we called a mechanic and he said it would take three days to fix it. She asked to borrow my car for the day so she and her husband could go site seeing and I usually don't let any one borrow my car , I told her it weas something I don't do for any one but I would let her and I would just have to believe she wouldn't and she would bring it back the same way it was when she took it.","Onc or twice but i try not too often,"
hit:11119_conv:22238,3,trusting,"My sister came to visit over the weekend , when she got here her car broke down,we called a mechanic and he said it would take three days to fix it. She asked to borrow my car for the day so she and her husband could go site seeing and I usually don't let any one borrow my car , I told her it weas something I don't do for any one but I would let her and I would just have to believe she wouldn't and she would bring it back the same way it was when she took it.",When I do it I always have to make myself believe they will take care of it.
hit:11119_conv:22238,4,trusting,"My sister came to visit over the weekend , when she got here her car broke down,we called a mechanic and he said it would take three days to fix it. She asked to borrow my car for the day so she and her husband could go site seeing and I usually don't let any one borrow my car , I told her it weas something I don't do for any one but I would let her and I would just have to believe she wouldn't and she would bring it back the same way it was when she took it.",You are very trausting. What happened?
hit:9996_conv:19992,1,excited,I am going to bungee jumping this weekend. Can't wait for it!!,I am going to bungee jumping this weekend. I could not wait for the weekend to come
hit:9996_conv:19992,2,excited,I am going to bungee jumping this weekend. Can't wait for it!!,Nice! Where are you going to do it?
hit:9996_conv:19992,3,excited,I am going to bungee jumping this weekend. Can't wait for it!!,in gold coast. I think i will absolutely love it
hit:9996_conv:19992,4,excited,I am going to bungee jumping this weekend. Can't wait for it!!,"I am sure you will too. When I did, I thought I was on top of a mountain! (but I really wasn't because I was plummeting towards the earth)"
hit:3749_conv:7499,1,lonely,I have looked everywhere for a mate. I have no luck finding anyone. Perhaps I will be alone for the rest of my life.,I have been looking for a mate for such a long time. I want to find a single mother with an empty nest.
hit:3749_conv:7499,2,lonely,I have looked everywhere for a mate. I have no luck finding anyone. Perhaps I will be alone for the rest of my life.,Sometimes it's hard to find that certain someone! Have you tried a dating app?
hit:3749_conv:7499,3,lonely,I have looked everywhere for a mate. I have no luck finding anyone. Perhaps I will be alone for the rest of my life.,It sure is tough. Every time I find someone online it turns out there is something weird about them. I guess I will be lonely for the rest of my life.
hit:3749_conv:7499,4,lonely,I have looked everywhere for a mate. I have no luck finding anyone. Perhaps I will be alone for the rest of my life.,Keep your chin up! That special person will come along when you're least expecting it!
hit:2365_conv:4731,1,confident,I'm looking for a new job. I just had an interview it was the third one this month. I feel really great about my chances and have gotten great feedback!,I just had my third job interview this month yesterday! It's been really great having so many job interveiws and I've gotten positive feedback from all of them! I really think I'm going to get one of these jobs!
hit:2365_conv:4731,2,confident,I'm looking for a new job. I just had an interview it was the third one this month. I feel really great about my chances and have gotten great feedback!,Oh I hope you do get the job! What is it?
hit:2365_conv:4731,3,confident,I'm looking for a new job. I just had an interview it was the third one this month. I feel really great about my chances and have gotten great feedback!,Thank you. It's a produt manager job for Nestle. It pays really well and I'm very excitied about the possibilities!
hit:2365_conv:4731,4,confident,I'm looking for a new job. I just had an interview it was the third one this month. I feel really great about my chances and have gotten great feedback!,"Well good luck, that sounds like a challenging role!"
hit:7252_conv:14504,1,joyful,My last semester of college was done.,finally no more school for me!
hit:7252_conv:14504,2,joyful,My last semester of college was done.,"Hooray, celebrate and have fun until you have to start working and it all begins again."
hit:7252_conv:14504,3,joyful,My last semester of college was done.,Yes I am dreading but am excited about that aspect.
hit:7252_conv:14504,4,joyful,My last semester of college was done.,Be happy dude cause your on to a new chapter in your life. But whatever you do make sure you wake up every day wanting to do it.
hit:9785_conv:19571,1,jealous,"My ex girlfriend was talking to a guy ""friend"". It made me uneasy","This guy ""friend"" my ex was talking to all of the time made me uncofortable"
hit:9785_conv:19571,2,jealous,"My ex girlfriend was talking to a guy ""friend"". It made me uneasy","I understand. Me too, I don't like people talking too much."
hit:9785_conv:19571,3,jealous,"My ex girlfriend was talking to a guy ""friend"". It made me uneasy",It's weird and uncomfortable. Especialy  when there is a past there 
hit:9785_conv:19571,4,jealous,"My ex girlfriend was talking to a guy ""friend"". It made me uneasy",Are you still seeing him?
hit:7548_conv:15096,1,guilty,My partner failed her driving test again for the second time. I think i did not engage with her enough and am ashamed of myself,I should have spent more time with my partner practicing her driving skills. She failed driving test for the second time already
hit:7548_conv:15096,2,guilty,My partner failed her driving test again for the second time. I think i did not engage with her enough and am ashamed of myself,That is sad. Maybe you should put more effort in teaching her yourself
hit:7548_conv:15096,3,guilty,My partner failed her driving test again for the second time. I think i did not engage with her enough and am ashamed of myself,I am ashamed of myself for being careless and irresponsible. Next time I am determined to get her passed
hit:7548_conv:15096,4,guilty,My partner failed her driving test again for the second time. I think i did not engage with her enough and am ashamed of myself,Yeah that will help a lot.  however do not blame yourself very much.It ain't entirely your fault
hit:9806_conv:19612,1,joyful,I'm ecstatic like Matt Hughes slammin Newton on the mat it's a fact haters mad cuz I got dapper swag got the ladies stariin like who daaat,I'm ecstatic like Matt Hughes slammin Newton on the mat it's a fact haters mad cuz I got dapper swag got the ladies stariin like who daaat
hit:9806_conv:19612,2,joyful,I'm ecstatic like Matt Hughes slammin Newton on the mat it's a fact haters mad cuz I got dapper swag got the ladies stariin like who daaat,What does that even mean?
hit:9806_conv:19612,3,joyful,I'm ecstatic like Matt Hughes slammin Newton on the mat it's a fact haters mad cuz I got dapper swag got the ladies stariin like who daaat,Worker_2 confused bemused got juked like OJ I got the juice too fast for you I'm killing rhymes like Seuss Ok I'm the accused Jodie Foster Oh guess I lost ya
hit:9806_conv:19612,4,joyful,I'm ecstatic like Matt Hughes slammin Newton on the mat it's a fact haters mad cuz I got dapper swag got the ladies stariin like who daaat,"Interesting, what caused you to do that?"
hit:5524_conv:11048,1,lonely,I spent a lot of time alone as a child.,I was kinda a lonely child.
hit:5524_conv:11048,2,lonely,I spent a lot of time alone as a child.,"I'm sorry to hear that, growing up can be tough."
hit:5524_conv:11048,3,lonely,I spent a lot of time alone as a child.,"Yeah, I was an only child, and over 300 miles from any extended family growing up."
hit:5524_conv:11048,4,lonely,I spent a lot of time alone as a child.,"That is hard, especially being so far away from family."
hit:6526_conv:13053,1,surprised,i was happy to see that i had been given the weekend off,i was happy to see that i had been given the weekend off
hit:6526_conv:13053,2,surprised,i was happy to see that i had been given the weekend off,That's great! Dod you have any plans for the weekend?
hit:6526_conv:13053,3,surprised,i was happy to see that i had been given the weekend off,well i did but i just on the news that its gonna rain like crazy this weekend
