conv_id,emotion_label,context,speaker_utterance,original_listener_response,Test2.1_response_GPT4,Test2.2_response_GPT4,BERTScore_Test21_GPT4,BERTScore_Test22_GPT4
hit:10523_conv:21046,ashamed,I was disappointed in myself when I got into a pointless argument with my brother. It wasn't even anything important.,"I was walking around with my brother on a Sunday, and I got into a pointless argument with him. I am disappointed that I left myself get caught up in it.",I think we all do that with our siblings. I'm sure he knows you still enjoy spending time with him anyway.,"I understand how you're feeling, and it's really tough when that happens. It’s clear you care a lot about your relationship with your brother. Arguments can sometimes catch us off guard, especially with people we care about. What matters is that you recognize it and you can use this experience to perhaps handle things differently next time. Do you think you’d want to talk to him about how you’re feeling?","It's easy to get caught up in the heat of the moment, especially with family. Maybe you could take some time to cool off and then talk things over with your brother. Sometimes a little space helps clear the air and makes it easier to reconcile.",0.5164158344268799,0.46212074160575867
hit:10537_conv:21075,terrified,"During a wind storm, a tree fell on my fence while I was getting my children out of the car. I saw it fall and it nearly hit us!","A tree fell on my house, shattering my vinyl fence as my kids and I were walking passed it through the garage.",Woah I hope no one was hurt,"Oh my goodness, that sounds absolutely terrifying! I'm so glad to hear that you and your kids are okay. That must have been incredibly scary to witness. Are you all feeling alright now? If there’s anything I can do to help, please let me know.","Oh no, that sounds terrifying! I hope everyone is okay. Did you manage to get any help with the tree and the damage to your house and fence?",0.39702311158180237,0.5098688006401062
hit:10538_conv:21077,disgusted,"I was babysitting for someone I didn't know very well. When they brought the baby in the car seat, cockroaches crawled out of it. Gross!","I was babysitting for someone I really didn't know. When they brought in the car seat, cockroaches crawled out of it. It was so gross!!","Ew, that's really disturbing.  The sight of cockroaches always gives me the willies.","Oh no, that sounds absolutely awful! I can only imagine how disgusted you must have felt seeing that. What did you do about it?","Oh no, that sounds like a really uncomfortable situation! Did you manage to handle it okay?",0.43381959199905396,0.42460647225379944
hit:10543_conv:21087,devastated,I was horrified when my dog died a few weeks ago. He was one of my best companions!,"Recently, my dog died. It was so heartbreaking. We had him since 2010.",Oh no that would make him quite young. I'm so sorry! Do you have plans for another one when you're ready?,"I'm truly sorry to hear about your loss. Losing a pet who has been part of your family for so long must be incredibly difficult. If you need someone to talk to or any support, I'm here for you.","I'm so sorry to hear about your loss. Losing a pet is incredibly tough, especially one that has been a part of your life for so long. If you need someone to talk to or anything, I'm here for you.",0.46616289019584656,0.4601832628250122
hit:10554_conv:21108,trusting,I let a close friend of mine borrow my car. He's had a couple accidents under his belt but it's been awhile since that's happened. He told me not to worry and it will be fine.,A buddy of mine is borrowing my car for a couple days. I figured it'd be nice to help him out but he has had a couple accidents under his belt.,"Oh boy, I hope he is careful with your car",It's great that you're helping out your friend like that. It sounds like you really trust him to take care of your car despite his past. I'm sure he appreciates your support and will be extra careful this time around.,"That's really generous of you to lend your car, especially considering his driving history. Just make sure he understands the responsibility and maybe go over any expectations you have about how he should handle the car. It’s important to set those boundaries to avoid any misunderstandings!",0.5129883885383606,0.43950238823890686
hit:10564_conv:21128,trusting,I had a good amount of money saved up and I was  planning on buying a vacation trip in the next month.  A friend of mine asked if he could borrow a large sum of money from me and then pay me back shortly after.  I felt okay with loaning this money to him because I knew he would pay it back immediately,I loaned a friend a good amount of money that I knew he would pay back right away.,Did you get the money back quickly?,"That sounds like you have a lot of trust in your friend. It must feel good to be able to help someone out like that, especially when you're confident they'll uphold their promise. How long have you known each other?",That's great! It must feel good to have such a trustworthy friend. How did he manage to pay you back so quickly?,0.4007972180843353,0.5220909118652344
hit:10602_conv:21204,nostalgic,I often think back to when my husband and I first started dating. ,"Ah, I often think back to when my husband and I first met and started dating. It was so long ago, yet feels like it was only yesterday. ","That sounds wonderful!  Time flies, doesn't it?",It sounds like those are some really cherished memories for you. What was it about those early days that stands out the most to you now?,That sounds lovely. How did you two meet?,0.38623350858688354,0.49659624695777893
hit:10606_conv:21212,ashamed,"i got my hair done today and it looks really bad, i was too embarrassed to go out the house. ",have you ever received a bad hair do?,Yes several times. I usually just end up cutting the hair shorter to get over it.,"Oh no, I'm really sorry to hear that your new hairstyle didn't turn out the way you wanted. It's totally understandable to feel upset and embarrassed about it. I've definitely been in a similar situation before where I didn’t feel confident with how my hair looked. It can really affect how you feel about going out. Is there anything you think could be done to fix it, like maybe going back to the stylist or trying a different style?","Yes, I've definitely had a few hair mishaps in the past! How about you?",0.4212470054626465,0.4324199855327606
hit:10609_conv:21218,disgusted,Someone once illegally used my credit card. They made a few charges on it. ,Grrr! I just found out someone got my credit card info. They charged a couple of hundreds of dollars on it. ,"oh my gosh, did you actually lose the card?","Oh no, that's absolutely awful! I can't believe someone would do something so invasive and disrespectful. It's completely understandable to feel disgusted about it. Have you been able to contact your credit card company to report the fraud and get those charges reversed?","Oh no, that's really frustrating! Have you contacted your credit card company to report the fraud and get those charges reversed?",0.4497441053390503,0.5252543091773987
hit:1061_conv:2122,proud,I loved celebration July 4th this year.,I loved celebrating July 4th this year.,That's always a great holiday. What did you do to celebrate?,That's wonderful to hear! What made this year's celebration stand out for you?,That's great to hear! What did you enjoy most about the celebrations?,0.5513317584991455,0.5921278595924377
hit:10691_conv:21383,ashamed,One time I went out with an old pant and it ripped when I was in downtown. I was very embarrased,One time I went to downtown with an old pant and when I was in the street the pant ripped,"Wow, did anyone see?","Oh no, that sounds like a really uncomfortable situation! I can understand why you felt so embarrassed. It's tough when something like that happens unexpectedly, especially in a public place. What did you end up doing afterwards?","Oh no, that must have been quite embarrassing! What did you do after that happened?",0.38567692041397095,0.4801618456840515
hit:10732_conv:21464,annoyed,my brother wouldn't leave me alone and I think I'm going to punch him!,"god, I am going to SMACK my brother right now!!!!",Why? Did he do something terrible?,"Hey, I can hear how frustrated you are, but let's find a way to handle this without getting physical. What's been happening to make you feel this way?","Whoa, what's got you so upset with him?",0.335908442735672,0.4474955201148987
hit:10743_conv:21486,furious,"I was very angry, my boss embarrassed me for nothing","I was very angry, my boss embarrassed me for nothing"".",what'd he do?,"I'm really sorry to hear that happened to you. It sounds incredibly frustrating to be put in that position, especially if it was unwarranted. Do you want to talk more about what happened?",I'm really sorry to hear that happened to you. It must have felt awful to be put in that position. Do you want to talk more about what happened?,0.32230374217033386,0.3350764513015747
hit:10750_conv:21500,grateful,My family is helping out with the money for my marriage ceremony!,My family is helping out with the money for my marriage ceremony!,you're very lucky to have such family! when are you getting married?,That's wonderful to hear! It must be such a relief to have their support. How do you feel about it all?,That's wonderful to hear! It must be a relief to have their support. How is the planning going?,0.5682920217514038,0.5724347233772278
hit:10765_conv:21531,content,I just ate a huge meal that I prepared myself,mmmmm I just had the best meal and I'm super full,What have you eaten?,That sounds wonderful! There's nothing quite like the satisfaction of enjoying a great meal that you've made yourself. What did you cook?,That sounds amazing! What did you have?,0.5103508830070496,0.6113786101341248
hit:10797_conv:21594,disappointed,I found out my son cheated on all of his highschool homework. ever single thing,"wow, my son has completely let me down today",I'm sorry about that. What did he do?,I'm really sorry to hear that. It must be incredibly tough to process something like this. What do you think will be your next step in addressing this with him?,I'm sorry to hear that. What happened?,0.5498278141021729,0.7763815522193909
hit:10807_conv:21614,content,I've been eating pizza almost every day lately and I'm satisfied with it. I have no shame.,I've been eating pizza almost every day lately and I'm satisfied with it. I have no shame.,"I'm so jealous, I would eat pizza every day if I could! What's your favourite pizza? ","That's great to hear! As long as you're enjoying it and feeling good, that's what matters most. Pizza is definitely a tasty choice!",That sounds like you've been really enjoying your pizza routine! What's your favorite kind to have?,0.4437090754508972,0.581339418888092
hit:10833_conv:21666,apprehensive,"When my daughter told me she had news for me over the phone, her tone made me so apprehensive. Turns out, she just wanted to tell me she scratched the car.",My daughter called and said she had bad news for me which made me apprehensive. She apparently scratched the car.,oh no. How bad was it?,"Oh, I can imagine the relief mixed with a bit of frustration you must have felt hearing that it was just a scratch on the car! I'm glad it wasn't anything more serious. How are you both handling the situation now?","Oh no, I can understand why that news would make you feel uneasy. Is she okay? How bad is the scratch?",0.4081510007381439,0.5752356052398682
hit:10849_conv:21698,anticipating,My birthday was last month and I had a feeling my husband was planning a surprise birthday party. I was excited!!,"I was getting excited about my upcoming birthday, I didn't know if my husband had planned a secret party!",Has he given you any hints that he might be planning a party? That would be so much fun to be with all your family and friends in one place to celebrate you!!,That sounds really exciting! Did he end up throwing the surprise party for you?,That sounds exciting! The suspense of not knowing must add to the thrill. Have you dropped any hints about what you would like for your birthday or for the potential party?,0.5609546899795532,0.5313866138458252
hit:10852_conv:21704,trusting,"There was recently a policy change at work that resulted in me getting extra money for my per diem.  I did nothing to earn or ask for it, God just blessed us.","Wow, policy recently changed at work, not due to anything I did, and they are now paying me extra money!",That's amazing! Congratulations. What was the policy that changed?,That's fantastic news! It sounds like a wonderful surprise and a blessing indeed. It’s great to hear that things are falling into place for you financially. Do you think this change will impact other areas of your work as well?,That's fantastic news! It must feel great to be recognized with a pay increase. What brought about the change in policy?,0.5283599495887756,0.6665374636650085
hit:10903_conv:21807,trusting,I had a co-worker that became a good friend. THen she stabbed me in the back and cost me my job.,One of my co-workers got to be a close friend of mine. Then she decided that I was advancing faster than her and sabotaged my job.,Oh that is so selfish. Did you try and get back at her?,"I'm really sorry to hear that happened to you. It must be incredibly disappointing to have someone you trusted turn against you like that. It’s understandable if you feel betrayed, but it’s admirable how you’re handling it by maintaining trust in people. If you need someone to talk to or need any help moving forward, I'm here for you.",That sounds really tough. It must feel terrible to be betrayed by someone you considered a friend. How are you coping with the situation?,0.36641961336135864,0.4522528052330017
hit:10996_conv:21992,devastated,My stepmother just died. I am very sad ,My stepmother just died. I am very sad ,I'm sorry to hear that she passed away.  Had she been sick a long time?,"I'm so sorry to hear that. Losing someone so important is incredibly hard. If you need someone to talk to or anything else, I'm here for you. Take all the time you need to grieve; it's important to let those feelings out.","I'm so sorry to hear about your loss. It must be a very difficult time for you. If you need someone to talk to or any kind of support, I'm here for you.",0.46009010076522827,0.506765604019165
hit:11007_conv:22015,impressed,My daughter won an award at her school for best artist. I was so happy for her. ,My daughter won an award at her school for best artist. I was so happy for her. ,Sounds amazing! What kind of art does she want to produce?,"Wow, that's incredible! It must be amazing to see her talent being recognized like that. You must be so proud! What kind of art does she do?",That's wonderful news! It must be so rewarding to see her hard work and talent being recognized. How did she feel about winning the award?,0.6608167290687561,0.5335070490837097
hit:11008_conv:22016,prepared,Hurricane Irma I had been ready for months it was kind sad and funny watching people panic as they tried to prep at the last second. ,Every year I get ready for hurricane season the day the season starts. ,Is it that time where you live? How do you prepare?,That's really smart! Being prepared ahead of time must take a lot of stress off when a hurricane is actually on the way. How do you typically start your preparations?,That sounds like a good practice! Do you have any particular preparations you prioritize each year?,0.49239692091941833,0.46298959851264954
hit:11022_conv:22045,ashamed,I tell my mother all of my secrets and I know she wouldn't tell anyone.,I tell my mother all of my secrets and I know she wouldn't tell anyone.,You're lucky to have her! It's hard to find someone to trust. ,"It sounds like you really trust your mom, and that's wonderful. However, I sense some hesitation. If you're feeling ashamed about sharing your secrets with her, maybe it's worth exploring those feelings a bit more. What makes you feel this way?",That's wonderful! It must feel great to have such a trusting and close relationship with your mom.,0.4704199433326721,0.5517470836639404
hit:11056_conv:22112,ashamed,Two of my co-workers got into a huge fight in a meeting.  I was so ashamed by their abnormal behavior.,"Two co-workers got into a verbal sparring match during a meeting.  It was so shameful, ugh.",That's not something that should be done in a meeting. If they're going to argue it should be done in private.,"I can imagine how uncomfortable that must have been for you. It's really unfortunate when professional settings break down like that. Remember, their behavior isn't a reflection of you. Have you all been able to talk about what happened and how to prevent it in the future?","That sounds really uncomfortable to witness. Is everyone okay now, or is there still tension in the air?",0.45717018842697144,0.3707398772239685
hit:11063_conv:22127,trusting,Had a flat on the interstate today and a huge man stopped to help,Had a flat on the interstate overpass after dark but a stranger stopped to help,That is awesome we need more people like that in the world,"That sounds a bit scary, but it's wonderful that someone was there to help you out! Did everything go smoothly after that?","Oh wow, that must have been stressful! It's great that someone stopped to help you out. Were you able to get everything sorted out quickly after that?",0.4232631325721741,0.4281125068664551
hit:11117_conv:22234,guilty,I feel guilt because I left my friend behind at work thinking she had a way to get home,I have been feeling a little guilty lately... :(,Why is that? I Too have had some not so good feelings lately ;(,"I can understand why you'd feel that way, but it sounds like it was a misunderstanding. Have you had the chance to talk to your friend about how you feel and clear things up? Maybe discussing it could help relieve some of that guilt you're carrying.",I'm sorry to hear that you're feeling this way. What's been on your mind?,0.38521891832351685,0.3530731201171875
hit:11118_conv:22237,caring,I felt very sad kind of when i helped homeless people find a place to eat.,Man i tried helping homeless people in my area today.,"What you did is good. They need a lot of help. Not only money, but also emotional",That's really admirable of you to step up and help out like that. It sounds like it was a meaningful experience. How did it make you feel?,That's really commendable! How did it go? What kind of help were you able to provide?,0.43463030457496643,0.4289496839046478
hit:11140_conv:22280,afraid,"I'm not a big fan of water, like oceans, lakes, or rivers. Recently my husband's family invited us for a weekend at their cabin which is on a lake. They have a pontoon so I thought we'd just fish and hang out. My husband made me get in the water. I was so terrified something was going to eat me.",I'm not a huge fan of water. My husband recently made me go swimming in the lake at his parent's cabin though.,I am afraid of water too. I somewhat know how you are feeling.,"I can imagine that must have been really uncomfortable for you, especially if you're already not fond of water. It’s completely valid to feel scared in that situation. Have you talked to your husband about how that experience made you feel?","Oh, that sounds like quite the experience! How did you feel about swimming in the lake? Did you end up enjoying it or was it not really your thing?",0.5187162160873413,0.4263065457344055
hit:11141_conv:22282,impressed,My mom recently figured out how to use a dual monitor set up with her work computer. I was really surprised because she's not the most tech-savvy person in the world. I told her I was proud of her for figuring it out!,My mom recently figured out how to use a dual monitor set up at work! I told her I was proud of her.,That's awesome. I bet she is so excited.,"That's awesome! It's always impressive to see someone tackle new tech challenges, especially when it's not their strong suit. Good for her!",That's great! It must be nice for her to have more screen space to work with. How is she liking the new setup?,0.5397912263870239,0.5622333288192749
hit:11180_conv:22361,confident,Walking around in this little red dress I got the other day made me feel on top of the world! It was strapless and I paired it with some black heels and looked absolutely fabulous!,"I bought the cutest little red strapless dress last week, I feel wonderful walking around in it",That's great! Where did you get it from?,That sounds amazing! You must have looked stunning in that dress. It’s great to hear how confident and fabulous you feel wearing it. Isn't it wonderful how the perfect outfit can just lift your spirits?,That sounds absolutely lovely! Red is such a vibrant color. It must be a fantastic feeling to wear something that makes you feel so good. Do you have a special occasion coming up where you plan to wear it?,0.5005866289138794,0.5130116939544678
hit:11204_conv:22409,apprehensive,I was apprehensive a few weeks ago when I got on this rickety roller coaster. It was an old wooden one and kind of scary. ,I went to a theme park recently and got on this roller coaster ,Really! Did you have fun? ,"That sounds exciting, but also a bit nerve-wracking! How did it go? Were you okay on that old wooden roller coaster?",That sounds exciting! How was the roller coaster ride? Did it have any crazy loops or drops?,0.4913945198059082,0.4970567226409912
hit:11221_conv:22442,confident,"I took a test for a promotion at work. I had studied for weeks and knew the material, so it was easy.",Yesterday I took a test for a promotion at work. I felt pretty good about it.,Did you pass?,That's great to hear! It sounds like all your hard work and preparation really paid off. How are you feeling about your chances for the promotion?,That's great to hear! When do you expect to get the results?,0.41220220923423767,0.4027102291584015
hit:11227_conv:22455,devastated,took my cat for a walk and he got lost,i just feel lost,"Oh, no. I'm sorry you feel lost!","I’m so sorry to hear that happened. It must be incredibly tough for you. If there’s anything I can do to help, please let me know. We can start looking around the neighborhood together or put up some flyers. You’re not alone in this.",I'm really sorry to hear that you're feeling this way. Do you want to talk about what's been going on or what's making you feel lost? I'm here for you.,0.43649017810821533,0.5341381430625916
hit:11231_conv:22463,apprehensive,So the president of the school's pto and I don't get along. It makes having to go to this meeting today hard.,We used to be best friends but when she became president she started excluding me from everything,"Who did , tell me more","I'm really sorry to hear that. It must be tough to feel left out, especially by someone you were once so close to. How do you feel about discussing this with her? Maybe clearing the air could help make these meetings a bit easier for you.","That sounds really tough. It must be hard feeling left out, especially by someone who used to be so close to you. Have you had the chance to talk to her about how you're feeling?",0.2802378833293915,0.2702292799949646
hit:11279_conv:22558,trusting,Being with a close friend,"Hey, what's up?","hey, how are you?","Hey! Not much, just enjoying the day. How about you? What's going on with you lately?","Hey! Not much, just going about my day. How about you? What's new?",0.5677544474601746,0.5661603808403015
hit:1129_conv:2258,annoyed,"I am never late for anything, but now I am always late for work or barely on time. It's driving me nuts. And it all started now that I have to carpool.",I had always been early to work and never late until this past month.,Thats good to hear and do,"It sounds incredibly frustrating to go from being consistently early to struggling with punctuality, especially due to a new carpool arrangement. Have you spoken to your carpool group about how important timeliness is to you? Maybe there’s a way to adjust the schedule so it works better for everyone.","Oh, what changed this past month that affected your routine?",0.3215726613998413,0.27350106835365295
hit:11338_conv:22676,afraid,I was scared when I saw a mountain lion at night right in front of me. I ran to my tent.,At night while I was camping I saw a mountain lion! It freaked me out!,i would have passed out!,"Oh wow, that sounds terrifying! Are you okay now? Did it leave you alone after you got to your tent?","Wow, that must have been quite a shock! Were you able to stay safe and keep your distance from it?",0.34275388717651367,0.38000601530075073
hit:1133_conv:2267,grateful,I was happy when I found my dog,I was happy when I found my dog,"oh, did you lose it somewhere?",That's wonderful to hear! I can only imagine the relief and gratitude you felt when you found your dog safe and sound. How did you manage to find him?,That's great to hear! How did you find him?,0.4134136438369751,0.4852655529975891
hit:1135_conv:2271,nostalgic,Double Dare coming back has taken me right back to my childhood.,Have you heard about Double Dare coming back to tv? I watched it the other night and it took me right back to my childhood!,No I didn't that's pretty awesome lol...is that the show where celebrities get slimed,"Oh, that's awesome! It must have been such a nostalgic trip watching it again. Did it feel like it used to, or have they changed it a lot?",That sounds like a fun blast from the past! What was your favorite part of the show? Did it still have all the crazy physical challenges and slime?,0.41273435950279236,0.4386243224143982
hit:11410_conv:22821,trusting,"I went skydiving for the first time. I had to strap myself to someone I didn't know, and jump out of a perfectly good plane.",I went skydiving for the first time .,I dont think I could do that its way to scary for me,"Wow, that sounds like an incredible experience! It must have taken a lot of trust to strap yourself to a stranger and take that leap. How did it feel when you were finally up in the air?",That sounds amazing! How was the experience? Were you nervous at all?,0.3337995111942291,0.33512869477272034
hit:11416_conv:22832,sentimental,I saw a child help another child across the street the other day.,I saw a kid help another kid cross the street. It was soo cute.,That's really cute! Were they the same age?,"That sounds incredibly sweet. It's heartwarming to see such kindness and care among children. It gives you hope for the future, doesn't it?","That sounds adorable! It's always heartwarming to see acts of kindness, especially from kids.",0.44302138686180115,0.4841322898864746
