conv_id,emotion_label,context,speaker_utterance,original_listener_response,Test2.1_response_GPT4,Test2.2_response_GPT4,BERTScore_Test21_GPT4,BERTScore_Test22_GPT4
hit:3148_conv:6296,anticipating,My big soccer game is tomorrow. So excited that I can't even sleep.,My big soccer game is tomorrow. I am so excited that I can't even sleep,What position do you play?,"That's awesome to hear! It sounds like you're really pumped for the game. Try to get some rest though, you'll want to be at your best. Good luck!","That's really exciting! It's great to hear how pumped you are for the game. Maybe try to relax a bit, though, so you can get some rest and be at your best tomorrow. Good luck!",0.3471992313861847,0.3394414484500885
hit:8176_conv:16352,ashamed,The time I broke my dads favorite glass while playing. I ended up blaming my dog.,Didn't mean to break his glass but I totally did.,What kinda glass?,"I can see why you'd feel really bad about that, especially since you blamed the dog. It must be tough carrying that guilt around. Have you thought about talking to your dad about what really happened? It might help to clear the air and relieve some of that weight you're feeling.","Oh no, accidents happen! Is he upset about it?",0.2939058840274811,0.40438908338546753
hit:3242_conv:6485,content,I went to an Italian restaurant earlier for dinner.  It was pretty good.,I went to an Italian restaurant for dinner earlier.,How was it?,That sounds nice! What did you have to eat there?,That sounds nice! What did you have for dinner?,0.4266952872276306,0.4267676770687103
hit:651_conv:1303,guilty,I cheated on my girlfriend once.,I cheated on my girl friend once and haven't told her. ,"Oh boy, that is a very delicate situation. Do you plan on telling her?","It's understandable that you're feeling guilty about this. Honesty is crucial in relationships, and it might be important to think about whether telling her could help mend things between you two. Have you thought about how you might approach the conversation with her?",That sounds like a tough situation. How are you feeling about it now?,0.48478826880455017,0.575503408908844
hit:2535_conv:5070,devastated,My dog passed away last month. I am so sad about it.,My dog passed away last month.,Oh man I am so sorry! I have lost many this year too. I hope he had a long life,"I'm so sorry to hear that. Losing a beloved pet is incredibly hard. If you need someone to talk to or anything at all, I'm here for you.","I'm so sorry to hear that. Losing a pet is really tough. If you feel like talking about it, I'm here for you. How are you holding up?",0.4400548040866852,0.44953349232673645
hit:5406_conv:10812,excited,I won a car in a contest recently. What an awesome feeling!,I won a car in a contest recently. ,That's awesome! What kind of car is it?,"Wow, that's incredible! Congratulations on winning! What kind of car did you win?","Wow, that's amazing! Congratulations! What kind of car did you win?",0.7331420183181763,0.7594372034072876
hit:10913_conv:21827,sentimental,I went to my moms house last weekend and w=she gave me some picture of me when I was a child. it was nice looking through the old photos,I went to visit my mm last weekend. We enjoyed talking and looking through old photos.,Do you guys live far away from each other? I love talking with my mom about her and my childhood.,That sounds really lovely. It's always special to revisit those memories and see how much has changed over the years. What was your favorite photo that you came across?,That sounds like a wonderful way to spend the weekend! It must have been nice to reminisce and share those memories together. Did you come across any particular photo or memory that stood out to you?,0.39698633551597595,0.41138726472854614
hit:10085_conv:20170,trusting,I went on a road trip to a new city.  I trusted my husband to drive us there safely and not get lost.,"Hi, I went on a road trip this summer.",Sounds like fun!  Did you enjoyed it? How far did you go?,That sounds like a great adventure! It must have been nice to rely on your husband to handle the driving and navigating. How did the trip go?,That sounds fun! Where did you go on your road trip?,0.5719797015190125,0.6998320817947388
hit:7161_conv:14322,disgusted,I made the mistake of going onto a risque website one time. I saw some grotesque stuff that really grossed me out and I never went on there again.,I unfortunately decided to go on one of those really risque websites one time. I saw some awful stuff,Really? What was the address? No - only joking. ,"Oh no, that sounds like it was a really unpleasant experience for you. It’s good that you recognized it wasn’t for you and decided to stay away from such sites. Is there anything else you'd like to talk about or something that might help take your mind off that experience?","I'm sorry to hear that you had such an unsettling experience. If you need to talk about it or if there's any way I can help, I'm here for you.",0.3390350937843323,0.2613043487071991
hit:9397_conv:18795,disappointed,I did not get to go to out with my friends last night. I was too busy so I had to stay home instead,I did not get to go to out with my friends last night,Why didn't you ?,"Oh no, that sounds really disappointing. It's tough missing out on fun times, especially when you're caught up with other responsibilities. Are you planning to catch up with them soon? Maybe you can set aside some time for a little break.","Oh no, that's a bummer! What happened that kept you from going out?",0.32954010367393494,0.41016677021980286
hit:6190_conv:12381,nostalgic,"I think about my childhood a lot, those were really great days, I love them","I think about my childhood a lot, those were really great days, I love them","I do too, its nice to have memories",It sounds like you have some wonderful memories from your childhood! What are some of your favorite moments that you remember?,It sounds like you have some wonderful memories from your childhood! What are some of your favorite moments that you remember?,0.3960226774215698,0.3960226774215698
hit:6513_conv:13027,faithful,I was on a business trip last week spending some time at a local bar. There was a girl who was being flirty with me. I had to tell her that I was married and I couldn't play with her.,Last week on a business trip I spent some time at the bar. There was this girl who was really flirty with me. I had to tell her that I couldn't play with her because I was married.,Very admirable,"That must have been an awkward situation, but it's great to see how committed you are to your marriage. Staying faithful and respecting your vows is really admirable, especially when put in such a tempting scenario. How did she react when you told her you were married?","That sounds like a bit of a tricky situation, but good on you for sticking to your commitments. How did the rest of your trip go?",0.4010102152824402,0.3179638385772705
hit:2530_conv:5061,caring,I felt very caring about a friend when he was  worried if he would be liked because of his weight,My friend was worried he wouldn't be liked because of his weight. ,That's not a reason to dislike someone.,"It’s really kind of you to be concerned about your friend’s feelings. It’s tough to see someone we care about struggling with self-doubt. Have you been able to talk to him about how much he’s valued for who he is rather than how he looks? Sometimes, hearing reassurances from a good friend can make a big difference.",That must have been really tough for him. How is he feeling about it now?,0.43787840008735657,0.34978076815605164
hit:5538_conv:11076,anxious,I can't wait to see the meg. It looks really good,Have you seen previews for the meg?,"I think so, that's the giant shark movie, right ?","Yes, I've seen them! It does look pretty intense. Are you feeling a bit anxious about watching it?","Yes, I have! It looks like a thrilling movie with that giant shark, doesn't it? What did you think about the previews? Are you planning to watch the movie?",0.40567612648010254,0.5392226576805115
hit:1314_conv:2628,joyful,I am so happy it is almost August.,I am so happy it is almost August.,Me too but it is still one more month of heat coming but it also means September is on the way.,That's wonderful to hear! Is there something special you're looking forward to in August?,That's great! Do you have any special plans for August?,0.35782143473625183,0.37702539563179016
hit:11481_conv:22962,embarrassed,I was running and fell flat on my face. i think a lady saw it happen,I was late for work today and in a hurray I fell down some stairs,"That is terrible to hear, hopefully you didn't injure anything more than your pride.","Oh no, that sounds awful! Are you okay? I hope you didn’t hurt yourself too badly. It’s understandable to feel embarrassed, but accidents happen to everyone.","Oh no, that sounds painful! Are you okay? Did you get hurt from the fall?",0.531070351600647,0.46096640825271606
hit:2982_conv:5964,confident,I am pretty certain I will be able to afford a vacation for my family by Christmas time. ,I  am pretty certain I will be able to afford a vacation for my family ,Thats awesome.  Where are you wanting to go?,That sounds fantastic! It must feel great to look forward to such a wonderful time with your family. Where do you think you'll go?,That's fantastic! Where are you thinking of going?,0.6060238480567932,0.7665625214576721
hit:6986_conv:13972,lonely,Sat home all day by myself,I sat home all day by myself yesterday,You must have felt very lonely.,"I'm sorry to hear that you felt lonely. It can be tough being by yourself all day. If you want some company or someone to chat with, I'm here for you. Maybe we can plan something fun to do together or just hang out. What do you think?","Oh, that sounds quiet. Did you get a chance to relax or do something enjoyable?",0.4275880753993988,0.41910603642463684
hit:1551_conv:3103,furious,My son stole $600 from me!,I cannot believe that my own son would steal from me!!!!,Oh no. Why did he steal?,"I completely understand why you're feeling so furious. That's really upsetting, and it must be hard to process such a betrayal, especially from your son. Do you want to talk about how you plan to address this with him?",That sounds incredibly upsetting. I'm sorry to hear you're going through this. Would you like to talk more about what happened?,0.3472871482372284,0.29722458124160767
hit:5225_conv:10450,hopeful,"Last time I ordered pizza from my local pizza shop for delivery, they forgot my sauces!! So I called and complained and was ensured that it would not happen again. So this time I put in the order and called to MAKE SURE my sauces came. They should be here any minute now. ","Last time I ordered pizza from my local pizza shop for delivery, they forgot my sauces!! So I called and complained and was ensured that it would not happen again. So this time I put in the order and called to MAKE SURE my sauces came. They should be here any minute now.",I love sauces like that,"That sounds promising! It's good to hear they took your feedback seriously. Fingers crossed, everything arrives as expected this time. What sauces did you order?","Oh wow, that sounds frustrating about last time! It's good that you called ahead this time to remind them. Hopefully, everything arrives as expected this time with all the sauces included! What kind of sauces did you order?",0.3825143873691559,0.40306559205055237
hit:7920_conv:15840,jealous,I'm so jealous of my friend's new girlfriend.  She is perfect in every sense of the word!,I'm so jealous of my friend's new girlfriend. She is perfect in every sense of the word,The perfect person for you will come soon enough,"I understand how you feel. It's natural to feel a bit jealous sometimes, especially when someone seems to have what we desire. Maybe you can use this feeling as motivation to focus on your own qualities and goals. Remember, everyone has their unique strengths, including you!",It sounds like you're feeling a bit overshadowed by her qualities. It’s normal to feel that way sometimes. What is it about her that stands out to you?,0.37498825788497925,0.3385406732559204
hit:7150_conv:14300,furious,Someone broke out my car window.  I am so angry it happened.,Someone broke out my car window.,Were they trying to steal from your car?,"Oh no, that's terrible! I can only imagine how furious you must be feeling right now. Is there anything I can do to help you sort this out?","Oh no, that's terrible! Are you okay? Did they take anything?",0.3373017907142639,0.4661675989627838
hit:4291_conv:8583,annoyed,I was on a flight and a kid kept kicking the back of my chair.  I was so irritated. ,I was on a flight and a kid kept kick the back of my chair.,Did you ask the kid or the kid's parents to stop kicking your chair?,"Oh no, that must have been really frustrating, especially if you were trying to relax or get some rest. Did you manage to speak to the child's parents about it?","Oh no, that sounds really frustrating. Did you manage to get any rest at all during the flight?",0.5424683094024658,0.40785208344459534
hit:6241_conv:12483,ashamed,I took $20 from my roomie to go on a date.,I took $20 from my roomie to go on a date.,did he notice?,It sounds like you're feeling pretty guilty about that. Have you thought about talking to your roommate and explaining what happened? Maybe you can repay them and clear the air.,"Oh wow! Did your roommate know about it, or do you plan to tell them later?",0.32194381952285767,0.46242716908454895
hit:6147_conv:12295,faithful,I just celebrated my 50th wedding anniversary.,I just celebrated my 50th wedding anniversary.,"Wow, holy cow, how old were you when you got married?","Wow, that's incredible! Congratulations on reaching such a significant milestone. It must feel wonderful to look back on all those years of shared memories and commitment. How did you celebrate the special day?","Wow, congratulations on reaching such a significant milestone! How did you celebrate the special occasion?",0.469858855009079,0.5418723225593567
hit:4820_conv:9641,disgusted,I saw a cochroach in my living room last night.,I saw a cochroach in my living room last night.,Time to get the spray out.,"Oh no, that sounds really unpleasant! Have you managed to get rid of it?","Oh no, that's unsettling! Have you seen more than one, or was it just that single cockroach?",0.3781485855579376,0.2725793421268463
hit:3755_conv:7510,proud,I was so pleased with myself for completing home remodeling tasks.,I was so pleased with myself for knocking off a lot of tasks in my home remodeling project!,that's awesome! what rooms did you remodel?,That's fantastic! It must feel so rewarding to see your hard work paying off. What part of the project are you most proud of?,That's awesome! Tackling a home remodeling project is no small feat. What part of the project did you work on recently?,0.5814200043678284,0.6872990131378174
hit:6537_conv:13075,angry,My friend has promised me that he would drive me to the airport for my flight. He never showed up and I missed my flight.,My friend promised to drive me to the airprot. He never showed up and I ended up missing my flight!,That is terrible. Did you tried calling him?,"I can't believe that happened to you! That must be so frustrating, especially after you were counting on him. Have you been able to get in touch with him to find out what went wrong?","Oh no, that must have been so frustrating! Did you manage to get another flight sorted out?",0.5614914894104004,0.5127121806144714
hit:1158_conv:2316,proud,I won a jello eating contest once at a boy scout camp. For some reason i was really happy i won even though i was a mess after.,Hello! So you even win a eating contest before? I won a Jello eating one back in scouts.,I've never been in an eating contest! How much jello did you eat to win? ,"Hey, that's really cool! Winning a contest like that must have been a fun experience, especially at a scout camp. It sounds like it was a memorable event for you. What made you decide to enter the contest?","Hello! That sounds like a fun memory! I haven't won an eating contest myself, but I can imagine that winning a Jello eating contest must have been quite the experience. What was it like?",0.49043747782707214,0.6129148006439209
hit:8480_conv:16960,terrified,I got a flat tire and had to pull over at 3 in the morning on a dark road. It was pitch black outside.,That was scary having to change my tire in the middle of the road!,yea that sucks.. feeling those cars zoom by you,"Absolutely, that sounds incredibly frightening! Being on a dark road alone at night can feel really overwhelming. I'm just glad you're safe now. Did anyone stop to help, or were you able to manage on your own?",I can imagine! That must have been really stressful. I'm glad you're okay now. Did everything go smoothly with the tire change?,0.3737003803253174,0.3739069700241089
hit:9896_conv:19793,confident,I just know i am going to meet the right guy this year. Its been a long time,i am going to meet my soul mate this year,Where are you meeting her?,That's a fantastic outlook to have! What makes you feel so sure about it this year?,That sounds exciting! How do you feel about meeting them?,0.43598538637161255,0.564025342464447
hit:5572_conv:11145,jealous,My friend's boyfriend is good looking.,"My friend's new boyfriend is so good looking, I wish I could get a guy that cute.",aw looks isn't everything.,"It sounds like you're feeling a bit envious, and that's totally normal. But remember, you're an amazing person too, and deserve someone just as great. Have you tried meeting new people lately? Maybe the perfect guy is just around the corner!","It's great to hear that your friend found someone she's happy with! Don't worry, you'll find someone who's not only good-looking but also perfect for you in many ways. What qualities do you find most attractive in a person?",0.35243940353393555,0.3870103657245636
hit:12420_conv:24840,confident,My boss informed me that I am in pole position of getting the promotion.,My boss informed me that I am in the first position of getting the promotion,"That's pretty awesome, congrats","That's fantastic news! It sounds like your hard work is really paying off. With your skills and dedication, I'm sure the promotion is well within your reach. Keep up the great work!",That's fantastic news! Congratulations on being in the lead for the promotion. It must feel great to have your hard work recognized. When will you find out for sure?,0.4543747305870056,0.4575609862804413
hit:9611_conv:19222,proud,I have been tutoring my nephew in math. He brought back an A on his lat test. I am so happy for him.,I have been tutoring my nephew in math. He brought back an A on his last test. I am so happy for him.,"THAT'S AMAZING, what test was it?",That's fantastic news! Your hard work and dedication really paid off. You must be so proud of him! How does he feel about his achievement?,That's fantastic! You must be a great tutor. It’s so rewarding to see your efforts paying off. How is your nephew feeling about his achievement?,0.48994770646095276,0.499696284532547
hit:5066_conv:10132,furious,MY electric bill was twice as high this month. I have no idea what happened,MY light bill was doubled last month.,Oh no that's horrible. Any idea why?,"Wow, that sounds incredibly frustrating! Have you had a chance to look into what might have caused the spike? Sometimes appliances or errors in billing can be the culprit. Maybe there's a way to sort this out so it doesn’t happen again.",That sounds really frustrating. Did you find out why it increased so much?,0.43905800580978394,0.5207204818725586
hit:7076_conv:14152,hopeful,Our country is in very racially intervened turmoil driven by political parties. I am optimistic we will solve it over time,"As you may know, our country is experience a very deep racial division and tension in the recent years. I am hopeful that we will get over it sooner or later","With Trump in the presidency, it won't end soon.You can bet on that","Absolutely, and it's that hope and optimism that will guide us toward a resolution. It's crucial for us to come together, understand each other, and work collectively to bridge these divides. Your positive outlook is really encouraging, especially during these challenging times. What do you think are some of the first steps we should focus on to start healing as a nation?","It's definitely been a challenging time, and the divisions can feel overwhelming. I share your hope that we can heal and come together to build a more inclusive and understanding society. It's important to keep the conversations going and work actively towards positive change. What do you think are some effective ways we can contribute to overcoming these divisions?",0.4149833023548126,0.41640976071357727
hit:3570_conv:7141,surprised,"I was shocked when I found out that my cousin was having a kid, I didn't see it coming.","My cousin didn't even told me he was having a kid, I had to hear it from someone else.",Did you guys ever fall out?,"Wow, that must have been quite the surprise for you! How do you feel about the news now that it's sunk in a bit?","Oh wow, that must have been quite surprising to hear from someone else. How do you feel about it?",0.3619936406612396,0.3650496006011963
hit:10356_conv:20712,trusting,I always give my paycheck to my wife.  I honestly don't even know how much I make.  I rely on her to do whatever with the money.,I let my wife deal with all the finances.  I rely on her to do the right thing with it.  I am cool with that.,that is so much trust! i hope she doesn't let you down!,It sounds like you have a lot of trust in your wife to manage your finances well. It must be reassuring to have such a strong partnership where you can rely on each other like that.,It sounds like you have a lot of trust in your wife's financial management skills. That must be reassuring to have such a strong partnership!,0.42968207597732544,0.4935184717178345
hit:702_conv:1405,sad,"I feel depressed. I might be kicked out of house soon, live on my own without wife and child. ",I feel depressed. ,oh no why?,"I'm really sorry to hear that you're going through such a tough time. It sounds incredibly difficult. If you need someone to talk to or if there's anything I can do to support you, please let me know. You're not alone in this.",I'm sorry to hear that you're feeling this way. Do you want to talk about what's been going on or how you're feeling? I'm here for you.,0.21594534814357758,0.24387358129024506
hit:8438_conv:16876,caring,My brother came home sick today. I gave him some medicine and want to make sure he is going to be okay,My brother came home sick today. I just wanted to make sure he is going to be okay with the medicine I gave him,how is he doing?,"It sounds like you're doing a great job taking care of him. It's really kind of you to be so attentive. If you're worried about the medicine, maybe you could check in with a doctor or pharmacist to make sure it's the right one for his symptoms. How is he feeling now after taking it?","I'm sorry to hear that your brother isn't feeling well. It's good that you were able to give him some medicine. Just make sure it's the right medication for his symptoms, and keep an eye on how he's doing. If you're unsure or if he doesn't start feeling better, it might be a good idea to consult a doctor. I hope he recovers quickly!",0.4416200518608093,0.4001298248767853
hit:1440_conv:2881,caring,I am heading to the goodwill later to donate some of our old belongings. ,I am headed to the goodwill later to drop off some donations,that's very kind. Many people wouldn't go out of their way to do that.,That's really thoughtful of you! Donating to Goodwill helps so many people. What sort of things are you giving away?,That's great to hear! Are you donating anything special this time?,0.4982873797416687,0.42562583088874817
hit:3561_conv:7123,hopeful,I was hopeful i got the job after the interview,I think I did very good at my interview. I hope they call me back!,Good luck. That's always nerve racking waiting for them to call. I'm sure you did well though.,That sounds promising! It's great to hear that you're feeling hopeful about it. Fingers crossed they get back to you soon with good news!,That's great to hear! Fingers crossed they get back to you with some good news. How did you feel about the interview overall?,0.495339035987854,0.47900351881980896
hit:7393_conv:14787,proud,I made chocolate-caramel fudge brownies and they turned out really good! I'm improving as a chef.,"You know actually speaking on that, I've historically been a terrible cook but I've been practicing a lot and I'm getting really comfortable with where I'm at. I made caramel-fudge brownies today and they were reaaally good.","Man, that sounds really delicious. Where'd you get the recipe?","That's fantastic! It sounds like all your hard work and practice are really paying off. Those caramel-fudge brownies sound delicious. Keep up the great work, and keep the yummy updates coming!",That's awesome to hear! It sounds like your practice is really paying off. I bet those caramel-fudge brownies tasted amazing. What's the next recipe you're planning to tackle?,0.48788687586784363,0.5600441694259644
hit:4855_conv:9711,apprehensive,I'm a little uneasy about making it through the last half of this year.,I'm a little uneasy about making it through the last half of the year.,Why is that?,"I can understand why you might feel that way, especially with how unpredictable things have been. Is there anything specific that’s making you feel apprehensive, or is it just a general feeling? Maybe we can talk through some of it together and find ways to ease your concerns.","I understand that feeling. Is there something specific that's making you feel uneasy, or is it just a general feeling? Maybe we can talk through it and find some ways to help you feel more confident about the upcoming months.",0.35926905274391174,0.3556586503982544
hit:10176_conv:20352,apprehensive,"Working as a nurse, there are many times when I have been worried about my patients. Sometimes when a patient is just starting to get seriously ill, there are not any obvious signs, but my intuition is almost always correct.",Intuition can be a key tool to a seasoned nurse. ,"I suppose, but research and concrete knowledge is more beneficial as it is a very hands on and physical occupation, especially when the health of others are in their hands.","Absolutely, it sounds like your intuition has become a vital part of your ability to care for your patients effectively. It's impressive how you've honed this skill over time. It must be quite challenging, though, to carry the weight of that worry when you sense something might be wrong. How do you usually handle these situations when your intuition signals a potential issue?","Absolutely, it can really help in making quick and effective decisions, especially in critical situations. How do you think intuition in nursing develops over time?",0.4524350166320801,0.48846617341041565
hit:6267_conv:12535,afraid,I am so scared right now.  I just heard a crashing noise in my back room.,I am so scared right now.  I just heard a crashing noise in my back room.,Holy Cannoli! Are you going to go check it out?,That sounds really unsettling. Are you in a safe place right now where you can stay while we figure out what to do next? Maybe we should call someone to come over and check it out with you.,That sounds really alarming. Are you in a safe place right now? Maybe you can call someone to come over or check it out with you.,0.48218363523483276,0.5126478672027588
hit:8168_conv:16337,furious,I didn't receive a cashback offer on purchasing the item. I contacted them but not responding. They enraged me!,I didn't receive a cashback offer on purchasing the item.,Were you supposed to?,"I can understand why you're upset. It's really frustrating when you miss out on a promised offer, especially after making an effort to contact them. Have you tried reaching out through different channels, like social media or a direct email? Sometimes that can get a quicker response.","Oh no, that's disappointing to hear. Sometimes cashback offers have specific terms or conditions. Did you check if there was a particular requirement or a promo code that needed to be applied at checkout?",0.325806200504303,0.37489068508148193
hit:4215_conv:8431,annoyed,My coworker can be really aggravating.  He is constantly talking and asking me dumb questions!  I can never get anything done in peace!,My coworker can be really aggravating. He is constantly talking and asking me dumb questions! I can never get anything done in peace!,Oh no! That sounds so irritating. Have you tried talking to your boss about him?,That sounds incredibly frustrating. Have you had a chance to talk to him about how this is affecting your work? Maybe setting some boundaries could help.,That sounds really frustrating. Have you had a chance to talk to him about how it's affecting your work?,0.6378695368766785,0.6893645524978638
hit:11313_conv:22627,devastated,My mom gave me her old car but I didn't realize the trunk leaked. I had put my dads memorabilia in the trunk and it rained. almost ruined everything. ,I was happy my mom gave me her old car but then I wasn't as much later down the road,what changed your mind about the car,"Oh no, that sounds really tough. I can only imagine how devastated you must feel, especially since those items mean so much to you. It’s great that your mom gave you her car, but it’s unfortunate that you had to find out about the leak in such a hard way. How are the memorabilia now? Were you able to save them?","Oh, what happened with the car later on?",0.4082562327384949,0.567071795463562
hit:7381_conv:14763,sentimental, i really love to look at old photo albums and see how everyone has grown and how things have changed,i really love to look at old photo albums and see how everyone has grown and how things have changed,ah yes its always nice to take a moment to remember the past,It must be so nostalgic to revisit those memories and see the journey everyone has been on. Do you have a favorite photo or a memory that stands out to you from those albums?,That sounds really wonderful. It must be like taking a walk down memory lane. Do you have a favorite photo or memory that stands out to you when you look through those albums?,0.44509783387184143,0.40197524428367615
hit:1217_conv:2434,anticipating,I am feeling very hopeful about my business. It can make me jittery but happy everyday.,I have been working on a new business lately and I am so excited about it everyday!,That is good! What work do you do there?,That's fantastic to hear! It sounds like you're really passionate about what you're doing. What's the idea behind your new business?,That's awesome to hear! What kind of business are you starting?,0.5543684959411621,0.6471598148345947
hit:10730_conv:21460,sad,I can't believe our little girl is all grown up and going to colledge . We are going tyo miss her so much.,do you have any kids in college?,"No. I have kids, but they are toddlers.","Not yet, but I can only imagine how tough it must be to see them leave the nest. It's a big milestone for sure. How are you holding up with the thought of her going off to college?","No, I don't have any kids in college. How about you?",0.3917652368545532,0.5395568609237671
hit:10467_conv:20935,disappointed,"Years ago, we were trying to buy our first house and the financing fell through.  We had to switch lenders and it took another six months to find a place.","When we were trying to buy our first home, our financing fell through.",Oh no!  That had to be frustrating. I hope it wasn't too close to closing.,"Oh, that must have been so disappointing for you, especially when you were looking forward to settling into your new home. How did you manage through those extra six months of searching?",That sounds really stressful. What did you do next?,0.4679018259048462,0.440905898809433
hit:10742_conv:21485,trusting,I trusted my brother would pay back the loan I gave him,I trusted my brother would pay back the loan I gave him,Sometimes it can get tricky when family and money are involved. Did he pay you back?,It's great that you have such a trusting relationship with your brother. How has the situation been going so far?,That must be tough if things didn't turn out as expected. Are you okay?,0.4322729706764221,0.4802079498767853
hit:8820_conv:17641,surprised,"There was a turtle in my yard one day just panting and hot and all dried out. I was shocked. It is one that normally stays buried, a land turtle. ",There was a turtle in my yard one day just panting and hot and all dried out.,Oh poor thing!  What did you do?,"Wow, that must have been quite a surprise to see! How did you handle the situation?","Oh no, that sounds concerning! Were you able to help it out or provide some water for relief?",0.5575827360153198,0.49486562609672546
hit:910_conv:1820,lonely,My wife went out of town and I was alone for a whole week.,My wife went out of town and I was alone for a whole week.,Did you enjoy it?,That sounds really tough. Being alone for a whole week can feel quite isolating. How did you manage to pass the time?,How did you find the experience of being alone for that week? Did you end up doing anything special or different from your usual routine?,0.4323018789291382,0.5098190903663635
hit:9899_conv:19799,furious,My dog pooped in the house the other day,My dog pooped in the house the other day,Did you discipline him?,"Oh no, that sounds really frustrating! It must have been quite a mess to clean up.",Oh no! That must have been frustrating. Have you figured out why it happened?,0.33816808462142944,0.44440406560897827
hit:2174_conv:4349,sentimental,when i came across my parents old wedding rings,I was cleaning out my house the other day and came across my parents old wedding rings. ,"Oh, that is exciting. What did you do with them?",That must have been such a touching moment for you. It’s amazing how small objects like those rings hold so many memories and emotions. What did you feel when you found them?,"That must have been a special moment for you. Are you thinking about doing something with the rings, like wearing them or turning them into another piece of jewelry?",0.5295702219009399,0.5081450343132019
